Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Player Link_,Player ID_,Competition
278,William Mikelbrencis,FRA,DF,Hamburger SV,19-317,2004,4.3,0.00,0.47,0.23,50.0,0.46,0.23,0.00,0.00,22.7,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,https://fbref.com/en/players/14df1d7f/William-Mikelbrencis,14df1d7f,2. Bundesliga
279,Sascha Mockenhaupt,GER,DF,Wehen,32-120,1991,8.1,0.00,0.37,0.00,0.0,0.37,0.00,0.00,,21.7,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,https://fbref.com/en/players/1b6ef8cd/Sascha-Mockenhaupt,1b6ef8cd,2. Bundesliga
280,Tobias Mohr,GER,"MF,DF",Schalke 04,28-137,1995,7.2,0.14,2.50,0.83,33.3,2.49,0.83,0.06,0.17,21.7,0.14,0.00,0.00,0.18,0.18,0.07,-0.04,-0.04,https://fbref.com/en/players/9ec9c8b6/Tobias-Mohr,9ec9c8b6,2. Bundesliga
281,Monju Momuluh,GER,DF,Hannover 96,21-324,2002,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/6f639e30/Monju-Momuluh,6f639e30,2. Bundesliga
282,Miro Muheim,SUI,DF,Hamburger SV,25-290,1998,12.5,0.16,1.60,0.64,40.0,1.60,0.64,0.10,0.25,26.9,0.08,0.00,0.00,0.05,0.05,0.03,0.11,0.11,https://fbref.com/en/players/844c6a91/Miro-Muheim,844c6a91,2. Bundesliga
283,Joey Müller,GER,DF,Schalke 04,23-131,2000,0.5,0.00,2.00,2.00,100.0,1.96,1.96,0.00,0.00,30.9,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,https://fbref.com/en/players/170ad16a/Joey-Muller,170ad16a,2. Bundesliga
284,Marius Müller,GER,GK,Schalke 04,30-180,1993,5.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/04ac779b/Marius-Muller,04ac779b,2. Bundesliga
285,Tobias Müller,GER,DF,Paderborn 07,29-184,1994,7.4,0.00,0.54,0.00,0.0,0.54,0.00,0.00,,8.4,0.00,0.00,0.00,0.04,0.04,0.07,-0.04,-0.04,https://fbref.com/en/players/9a6f3727/Tobias-Muller,9a6f3727,2. Bundesliga
286,Maurice Multhaup,GER,"FW,MF",Braunschweig,27-024,1996,2.9,0.00,3.45,1.03,30.0,3.49,1.05,0.00,0.00,17.8,0.34,0.00,0.00,0.21,0.21,0.06,-0.21,-0.21,https://fbref.com/en/players/eba75d39/Maurice-Multhaup,eba75d39,2. Bundesliga
287,Derry Murkin,ENG,"DF,FW",Schalke 04,24-165,1999,11.2,0.09,0.80,0.27,33.3,0.80,0.27,0.11,0.33,22.6,0.00,0.00,0.00,0.03,0.03,0.04,0.06,0.06,https://fbref.com/en/players/8f009fda/Derry-Murkin,8f009fda,2. Bundesliga
288,Sei Muroya,JPN,DF,Hannover 96,29-278,1994,5.0,0.20,1.20,0.40,33.3,1.19,0.40,0.17,0.50,15.5,0.00,0.00,0.00,0.16,0.16,0.13,0.04,0.04,https://fbref.com/en/players/dc507a91/Sei-Muroya,dc507a91,2. Bundesliga
289,Florent Muslija,KVX,"MF,DF",Paderborn 07,25-186,1998,13.9,0.50,3.17,1.01,31.8,3.16,1.01,0.14,0.43,26.4,0.79,0.07,0.07,0.24,0.19,0.06,0.26,0.24,https://fbref.com/en/players/ae961785/Florent-Muslija,ae961785,2. Bundesliga
290,Visar Musliu,MKD,DF,Paderborn 07,29-056,1994,6.3,0.00,0.32,0.00,0.0,0.32,0.00,0.00,,9.3,0.00,0.00,0.00,0.03,0.03,0.12,-0.03,-0.03,https://fbref.com/en/players/9d1f0c99/Visar-Musliu,9d1f0c99,2. Bundesliga
291,Mats Møller Dæhli,NOR,MF,Nürnberg,28-312,1995,4.4,0.00,0.68,0.23,33.3,0.69,0.23,0.00,0.00,21.6,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,https://fbref.com/en/players/fcf5211e/Mats-Moller-Daehli,fcf5211e,2. Bundesliga
292,Niclas Nadj,GER,"MF,FW",Paderborn 07,23-015,2000,2.5,0.40,4.00,1.60,40.0,3.98,1.59,0.10,0.25,19.8,0.00,0.00,0.00,0.32,0.32,0.08,0.08,0.08,https://fbref.com/en/players/ee38318d/Niclas-Nadj,ee38318d,2. Bundesliga
293,Paul Nebel,GER,MF,Karlsruher,21-090,2002,15.0,0.07,0.93,0.20,21.4,0.93,0.20,0.07,0.33,14.1,0.07,0.00,0.00,0.10,0.10,0.10,-0.03,-0.03,https://fbref.com/en/players/1b6d8083/Paul-Nebel,1b6d8083,2. Bundesliga
294,Nico Neidhart,GER,"DF,MF",Hansa Rostock,29-103,1994,8.3,0.00,0.96,0.24,25.0,0.97,0.24,0.00,0.00,22.8,0.00,0.00,0.00,0.10,0.10,0.10,-0.10,-0.10,https://fbref.com/en/players/af721e1a/Nico-Neidhart,af721e1a,2. Bundesliga
295,András Németh,HUN,"FW,DF",Hamburger SV,21-060,2002,1.9,0.00,3.16,3.16,100.0,3.14,3.14,0.00,0.00,11.2,0.00,0.00,0.00,0.68,0.68,0.22,-0.68,-0.68,https://fbref.com/en/players/99db1335/Andras-Nemeth,99db1335,2. Bundesliga
296,David Nemeth,AUT,DF,St. Pauli,22-296,2001,1.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/da76715c/David-Nemeth,da76715c,2. Bundesliga
297,Maurice Neubauer,GER,DF,Elversberg,27-254,1996,17.0,0.12,1.24,0.47,38.1,1.24,0.47,0.10,0.25,23.4,0.00,0.00,0.00,0.04,0.04,0.03,0.08,0.08,https://fbref.com/en/players/7793386d/Maurice-Neubauer,7793386d,2. Bundesliga
298,Phil Neumann,GER,DF,Hannover 96,26-184,1997,17.0,0.06,0.24,0.06,25.0,0.24,0.06,0.25,1.00,17.8,0.00,0.00,0.00,0.01,0.01,0.06,0.05,0.05,https://fbref.com/en/players/3e589eef/Phil-Neumann,3e589eef,2. Bundesliga
299,Florian Niederlechner,GER,"MF,FW",Hertha BSC,33-076,1990,7.0,0.86,3.00,1.29,42.9,2.99,1.28,0.29,0.67,12.5,0.00,0.00,0.00,0.41,0.41,0.14,0.44,0.44,https://fbref.com/en/players/d6862409/Florian-Niederlechner,d6862409,2. Bundesliga
300,Julian Niehues,GER,"MF,DF",Kaiserslautern,22-266,2001,12.1,0.08,1.57,0.33,21.1,1.57,0.33,0.05,0.25,17.1,0.00,0.00,0.00,0.11,0.11,0.07,-0.02,-0.02,https://fbref.com/en/players/5bc27912/Julian-Niehues,5bc27912,2. Bundesliga
301,Håvard Nielsen,NOR,"FW,MF",Hannover 96,30-177,1993,11.5,0.43,1.91,0.70,36.4,1.92,0.70,0.23,0.63,12.6,0.00,0.00,0.00,0.20,0.20,0.11,0.23,0.23,https://fbref.com/en/players/b18ef366/Havard-Nielsen,b18ef366,2. Bundesliga
302,Noel Niemann,GER,"FW,MF",Osnabrück,24-055,1999,6.2,0.00,1.77,0.65,36.4,1.78,0.65,0.00,0.00,19.9,0.00,0.00,0.00,0.26,0.26,0.14,-0.26,-0.26,https://fbref.com/en/players/e0ff7614/Noel-Niemann,e0ff7614,2. Bundesliga
303,Jona Niemiec,GER,FW,Düsseldorf,22-111,2001,3.2,0.94,2.81,1.25,44.4,2.78,1.24,0.33,0.75,12.1,0.00,0.00,0.00,0.56,0.56,0.20,0.37,0.37,https://fbref.com/en/players/a63f271a/Jona-Niemiec,a63f271a,2. Bundesliga
304,Jannis Nikolaou,GER,MF,Braunschweig,30-161,1993,9.3,0.00,1.72,0.54,31.3,1.72,0.54,0.00,0.00,17.6,0.00,0.00,0.00,0.09,0.09,0.05,-0.09,-0.09,https://fbref.com/en/players/8874f806/Jannis-Nikolaou,8874f806,2. Bundesliga
305,Alexander Nollenberger,GER,"DF,MF",Magdeburg,26-218,1997,2.8,0.00,2.14,0.36,16.7,2.12,0.35,0.00,0.00,18.8,0.00,0.00,0.00,0.18,0.18,0.08,-0.18,-0.18,https://fbref.com/en/players/07df4e13/Alexander-Nollenberger,07df4e13,2. Bundesliga
306,Tim Oberdorf,GER,DF,Düsseldorf,27-145,1996,4.4,0.00,0.45,0.23,50.0,0.45,0.23,0.00,0.00,6.6,0.00,0.00,0.00,0.09,0.09,0.22,-0.09,-0.09,https://fbref.com/en/players/b6a9d8da/Tim-Oberdorf,b6a9d8da,2. Bundesliga
307,Raphael Obermair,PHI,"DF,MF",Paderborn 07,27-282,1996,14.0,0.14,0.93,0.36,38.5,0.93,0.36,0.15,0.40,20.2,0.07,0.00,0.00,0.07,0.07,0.08,0.07,0.07,https://fbref.com/en/players/fd42f171/Raphael-Obermair,fd42f171,2. Bundesliga
308,Kanji Okunuki,JPN,FW,Nürnberg,24-150,1999,14.5,0.21,2.07,0.48,23.3,2.07,0.48,0.10,0.43,16.6,0.00,0.00,0.00,0.25,0.25,0.12,-0.04,-0.04,https://fbref.com/en/players/d6a9b5ab/Kanji-Okunuki,d6a9b5ab,2. Bundesliga
309,Kwasi Okyere Wriedt,GHA,FW,Osnabrück,29-182,1994,5.4,0.00,2.96,0.37,12.5,2.94,0.37,0.00,0.00,17.3,0.00,0.00,0.00,0.13,0.13,0.04,-0.13,-0.13,https://fbref.com/en/players/7124239e/Kwasi-Okyere-Wriedt,7124239e,2. Bundesliga
310,Nicolas Oliveira,GER,DF,Hamburger SV,19-336,2004,1.5,0.00,0.67,0.00,0.0,0.66,0.00,0.00,,23.1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,https://fbref.com/en/players/8e6f55b2/Nicolas-Oliveira,8e6f55b2,2. Bundesliga
311,Aaron Opoku,GER,"FW,MF",Kaiserslautern,24-286,1999,4.2,0.24,3.57,1.19,33.3,3.58,1.19,0.07,0.20,21.0,0.24,0.00,0.00,0.29,0.29,0.08,-0.05,-0.05,https://fbref.com/en/players/b27054da/Aaron-Opoku,b27054da,2. Bundesliga
312,Kolja Oudenne,SWE,MF,Hannover 96,22-058,2001,1.7,0.00,2.94,0.00,0.0,2.92,0.00,0.00,,18.9,0.00,0.00,0.00,0.12,0.12,0.04,-0.12,-0.12,https://fbref.com/en/players/c96a99e1/Kolja-Oudenne,c96a99e1,2. Bundesliga
313,Assan Ouedraogo,GER,"MF,FW",Schalke 04,17-244,2006,6.6,0.15,1.82,0.76,41.7,1.83,0.76,0.08,0.20,17.6,0.00,0.00,0.00,0.12,0.12,0.07,0.03,0.03,https://fbref.com/en/players/75e6fc2f/Assan-Ouedraogo,75e6fc2f,2. Bundesliga
314,Thomas Ouwejan,NED,DF,Schalke 04,27-100,1996,10.6,0.19,1.42,0.38,26.7,1.42,0.38,0.13,0.50,22.2,0.57,0.00,0.00,0.08,0.08,0.06,0.11,0.11,https://fbref.com/en/players/36d9dabe/Thomas-Ouwejan,36d9dabe,2. Bundesliga
315,Levin Öztunalı,GER,"FW,MF",Hamburger SV,27-299,1996,5.3,0.00,2.45,0.75,30.8,2.45,0.75,0.00,0.00,17.0,0.00,0.00,0.00,0.15,0.15,0.06,-0.15,-0.15,https://fbref.com/en/players/66385c46/Levin-Oztunali,66385c46,2. Bundesliga
316,Eren Öztürk,,MF,Karlsruher,19-193,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,https://fbref.com/en/players/7550fe93/Eren-Ozturk,7550fe93,2. Bundesliga
317,Peter Pekarík,SVK,DF,Hertha BSC,37-070,1986,0.7,0.00,1.43,0.00,0.0,1.38,0.00,0.00,,8.8,0.00,0.00,0.00,0.71,0.71,0.52,-0.71,-0.71,https://fbref.com/en/players/c18d22f5/Peter-Pekarik,c18d22f5,2. Bundesliga
318,Juan Perea,COL,FW,Hansa Rostock,23-319,2000,8.8,0.34,2.73,0.91,33.3,2.72,0.91,0.13,0.38,11.3,0.00,0.00,0.00,0.48,0.48,0.17,-0.14,-0.14,https://fbref.com/en/players/ff3d391c/Juan-Perea,ff3d391c,2. Bundesliga
319,Lukas Petkov,BUL,"MF,FW",Greuther Fürth,23-068,2000,3.7,0.00,2.70,1.08,40.0,2.73,1.09,0.00,0.00,20.8,0.00,0.00,0.00,0.14,0.14,0.05,-0.14,-0.14,https://fbref.com/en/players/f503ef6e/Lukas-Petkov,f503ef6e,2. Bundesliga
320,Immanuel Pherai,NED,MF,Hamburger SV,22-258,2001,9.7,0.21,1.86,0.72,38.9,1.85,0.72,0.11,0.29,21.7,0.21,0.00,0.00,0.12,0.12,0.06,0.08,0.08,https://fbref.com/en/players/f168d9b9/Immanuel-Pherai,f168d9b9,2. Bundesliga
321,Rayan Philippe,FRA,"FW,MF",Braunschweig,23-077,2000,2.7,0.74,5.19,1.85,35.7,5.27,1.88,0.14,0.40,14.3,0.00,0.00,0.00,0.93,0.93,0.18,-0.19,-0.19,https://fbref.com/en/players/a046fc35/Rayan-Philippe,a046fc35,2. Bundesliga
322,Cristiano Piccini,ITA,DF,Magdeburg,31-104,1992,10.9,0.09,0.37,0.09,25.0,0.37,0.09,0.00,0.00,22.1,0.00,0.09,0.09,0.09,0.02,0.06,0.00,-0.02,https://fbref.com/en/players/32c0491f/Cristiano-Piccini,32c0491f,2. Bundesliga
323,Benedikt Pichler,AUT,FW,Holstein Kiel,26-172,1997,11.0,0.64,2.91,1.09,37.5,2.91,1.09,0.22,0.58,14.2,0.00,0.00,0.00,0.35,0.35,0.12,0.28,0.28,https://fbref.com/en/players/c184c8c8/Benedikt-Pichler,c184c8c8,2. Bundesliga
324,Lukas Pinckert,GER,DF,Elversberg,23-351,2000,2.0,0.00,1.00,0.00,0.0,1.02,0.00,0.00,,18.5,0.00,0.00,0.00,0.05,0.05,0.04,-0.05,-0.05,https://fbref.com/en/players/f14e81d2/Lukas-Pinckert,f14e81d2,2. Bundesliga
325,Felix Platte,GER,"FW,MF",Paderborn 07,27-331,1996,5.8,0.52,3.62,1.21,33.3,3.61,1.20,0.14,0.43,15.5,0.17,0.00,0.00,0.48,0.48,0.13,0.03,0.03,https://fbref.com/en/players/e644f5ac/Felix-Platte,e644f5ac,2. Bundesliga
326,Sebastian Polter,GER,FW,Schalke 04,32-282,1991,4.7,0.64,2.98,1.49,50.0,2.97,1.49,0.14,0.29,12.0,0.00,0.21,0.21,0.53,0.40,0.13,0.11,0.02,https://fbref.com/en/players/3745e8bd/Sebastian-Polter,3745e8bd,2. Bundesliga
327,Finn Porath,GER,"DF,MF",Holstein Kiel,26-319,1997,8.7,0.23,1.84,0.57,31.3,1.83,0.57,0.13,0.40,19.0,0.00,0.00,0.00,0.13,0.13,0.07,0.10,0.10,https://fbref.com/en/players/b020d807/Finn-Porath,b020d807,2. Bundesliga
328,Łukasz Poręba,POL,MF,Hamburger SV,23-301,2000,2.1,0.00,0.95,0.00,0.0,0.94,0.00,0.00,,23.2,0.00,0.00,0.00,0.05,0.05,0.04,-0.05,-0.05,https://fbref.com/en/players/be98f358/Lukasz-Poreba,be98f358,2. Bundesliga
329,Smail Prevljak,BIH,"MF,FW",Hertha BSC,28-243,1995,6.7,0.60,2.09,1.49,71.4,2.08,1.49,0.29,0.40,15.1,0.00,0.00,0.00,0.48,0.48,0.23,0.12,0.12,https://fbref.com/en/players/d6f5490e/Smail-Prevljak,d6f5490e,2. Bundesliga
330,Kai Pröger,GER,"FW,MF",Hansa Rostock,31-238,1992,10.6,0.09,2.83,0.66,23.3,2.84,0.66,0.03,0.14,16.9,0.00,0.00,0.09,0.26,0.17,0.06,-0.17,-0.08,https://fbref.com/en/players/8a080a61/Kai-Proger,8a080a61,2. Bundesliga
331,Ivan Prtajin,CRO,FW,Wehen,27-239,1996,11.3,0.53,3.63,1.59,43.9,3.63,1.59,0.12,0.28,13.1,0.00,0.09,0.09,0.59,0.56,0.15,-0.06,-0.12,https://fbref.com/en/players/f297a3f1/Ivan-Prtajin,f297a3f1,2. Bundesliga
332,Tymoteusz Puchacz,POL,"DF,MF",Kaiserslautern,24-350,1999,13.3,0.08,0.83,0.23,27.3,0.83,0.23,0.09,0.33,24.6,0.08,0.00,0.00,0.04,0.04,0.05,0.04,0.04,https://fbref.com/en/players/c68b1b13/Tymoteusz-Puchacz,c68b1b13,2. Bundesliga
333,Guilherme Ramos,POR,DF,Hamburger SV,26-150,1997,10.5,0.10,0.86,0.19,22.2,0.86,0.19,0.11,0.50,12.7,0.00,0.00,0.00,0.09,0.09,0.11,0.01,0.01,https://fbref.com/en/players/df9c3473/Guilherme-Ramos,df9c3473,2. Bundesliga
334,Tobias Raschl,GER,MF,Kaiserslautern,23-321,2000,13.9,0.07,1.01,0.43,42.9,1.01,0.43,0.07,0.17,21.2,0.07,0.00,0.00,0.04,0.04,0.05,0.03,0.03,https://fbref.com/en/players/bd992863/Tobias-Raschl,bd992863,2. Bundesliga
335,Kenny Redondo,GER,"FW,DF",Kaiserslautern,29-132,1994,7.1,0.00,0.85,0.00,0.0,0.84,0.00,0.00,,18.4,0.00,0.00,0.00,0.10,0.10,0.11,-0.10,-0.10,https://fbref.com/en/players/85b1268a/Kenny-Redondo,85b1268a,2. Bundesliga
336,Fabian Reese,GER,"FW,MF",Hertha BSC,26-040,1997,14.9,0.27,2.35,1.07,45.7,2.34,1.07,0.09,0.19,18.8,0.07,0.07,0.07,0.20,0.15,0.06,0.07,0.05,https://fbref.com/en/players/b1823b08/Fabian-Reese,b1823b08,2. Bundesliga
337,Dominik Reimann,GER,GK,Magdeburg,26-204,1997,17.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/4bdecfcd/Dominik-Reimann,4bdecfcd,2. Bundesliga
338,Max Reinthaler,ITA,DF,Wehen,28-292,1995,0.5,2.00,6.00,2.00,33.3,6.00,2.00,0.33,1.00,8.3,0.00,0.00,0.00,2.20,2.20,0.35,-0.20,-0.20,https://fbref.com/en/players/f1d2a1be/Max-Reinthaler,f1d2a1be,2. Bundesliga
339,Ludovit Reis,NED,MF,Hamburger SV,23-221,2000,6.6,0.15,1.82,0.45,25.0,1.81,0.45,0.08,0.33,17.9,0.00,0.00,0.00,0.17,0.17,0.10,-0.02,-0.02,https://fbref.com/en/players/f433c9a6/Ludovit-Reis,f433c9a6,2. Bundesliga
340,Nicolai Remberg,GER,"MF,FW",Holstein Kiel,23-203,2000,6.1,0.16,1.15,0.66,57.1,1.14,0.65,0.14,0.25,14.2,0.00,0.00,0.00,0.26,0.26,0.22,-0.10,-0.10,https://fbref.com/en/players/625fd441/Nicolai-Remberg,625fd441,2. Bundesliga
341,Bashkim Renneke,KVX,DF,Osnabrück,31-029,1992,11.0,0.00,1.00,0.18,18.2,1.00,0.18,0.00,0.00,19.7,0.09,0.00,0.00,0.11,0.11,0.11,-0.11,-0.11,https://fbref.com/en/players/f8a9f292/Bashkim-Renneke,f8a9f292,2. Bundesliga
342,Simon Rhein,GER,MF,Hansa Rostock,25-235,1998,2.6,0.00,0.38,0.00,0.0,0.39,0.00,0.00,,32.8,0.38,0.00,0.00,0.00,0.00,0.04,0.00,0.00,https://fbref.com/en/players/8f6bfe11/Simon-Rhein,8f6bfe11,2. Bundesliga
343,Marco Richter,GER,"MF,FW",Hertha BSC,26-045,1997,2.8,0.00,2.50,0.36,14.3,2.54,0.36,0.00,0.00,23.3,0.00,0.00,0.00,0.11,0.11,0.04,-0.11,-0.11,https://fbref.com/en/players/f972644c/Marco-Richter,f972644c,2. Bundesliga
344,Nico Rieble,GER,DF,Wehen,28-139,1995,6.4,0.00,0.16,0.00,0.0,0.16,0.00,0.00,,17.5,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,https://fbref.com/en/players/bd8d2b04/Nico-Rieble,bd8d2b04,2. Bundesliga
345,Marlon Ritter,GER,"MF,FW",Kaiserslautern,29-085,1994,13.6,0.29,2.57,1.10,42.9,2.57,1.10,0.11,0.27,21.2,0.37,0.00,0.00,0.26,0.26,0.10,0.03,0.03,https://fbref.com/en/players/ce2c51c0/Marlon-Ritter,ce2c51c0,2. Bundesliga
346,Marvin-Lee Rittmüller,GER,"DF,FW",Braunschweig,24-307,1999,6.8,0.00,0.74,0.00,0.0,0.73,0.00,0.00,,15.8,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,https://fbref.com/en/players/401f5a65/Marvin-Lee-Rittmuller,401f5a65,2. Bundesliga
347,Lars Ritzka,GER,"MF,DF",St. Pauli,25-246,1998,11.0,0.09,1.18,0.27,23.1,1.19,0.27,0.08,0.33,21.9,0.00,0.00,0.00,0.07,0.07,0.06,0.02,0.02,https://fbref.com/en/players/35d23b15/Lars-Ritzka,35d23b15,2. Bundesliga
348,Jannik Rochelt,GER,"FW,MF",Elversberg,25-134,1998,15.7,0.19,1.46,0.70,47.8,1.47,0.70,0.13,0.27,21.2,0.25,0.00,0.06,0.25,0.20,0.14,-0.06,-0.01,https://fbref.com/en/players/7971c1f1/Jannik-Rochelt,7971c1f1,2. Bundesliga
349,Maximilian Rohr,GER,"DF,MF",Paderborn 07,28-195,1995,2.1,0.00,0.48,0.48,100.0,0.48,0.48,0.00,0.00,31.5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,https://fbref.com/en/players/7e4c5a4a/Maximilian-Rohr,7e4c5a4a,2. Bundesliga
350,Henry Rorig,GER,"DF,FW",Osnabrück,23-311,2000,4.8,0.00,1.04,0.21,20.0,1.04,0.21,0.00,0.00,14.8,0.21,0.00,0.00,0.08,0.08,0.09,-0.08,-0.08,https://fbref.com/en/players/12100e54/Henry-Rorig,12100e54,2. Bundesliga
351,Damian Roßbach,GER,DF,Hansa Rostock,30-315,1993,16.0,0.06,0.63,0.31,50.0,0.62,0.31,0.10,0.20,9.4,0.00,0.00,0.00,0.09,0.09,0.14,-0.03,-0.03,https://fbref.com/en/players/ba955ebf/Damian-Rossbach,ba955ebf,2. Bundesliga
352,Lasse Rosenboom,GER,DF,Holstein Kiel,21-354,2002,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/1df23153/Lasse-Rosenboom,1df23153,2. Bundesliga
353,Alexander Rossipal,GER,DF,Hansa Rostock,27-216,1996,15.3,0.00,0.72,0.00,0.0,0.72,0.00,0.00,,25.9,0.20,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,https://fbref.com/en/players/98daa26a/Alexander-Rossipal,98daa26a,2. Bundesliga
354,Tim Rossmann,GER,FW,Karlsruher,20-058,2003,1.3,0.00,3.08,0.77,25.0,3.08,0.77,0.00,0.00,15.2,0.00,0.00,0.00,0.38,0.38,0.13,-0.38,-0.38,https://fbref.com/en/players/c0d6c408/Tim-Rossmann,c0d6c408,2. Bundesliga
355,Tom Rothe,GER,DF,Holstein Kiel,19-071,2004,15.6,0.13,1.28,0.45,35.0,1.29,0.45,0.10,0.29,13.6,0.00,0.00,0.00,0.08,0.08,0.06,0.04,0.04,https://fbref.com/en/players/90c1f9a4/Tom-Rothe,90c1f9a4,2. Bundesliga
356,Felix Ruschke,GER,DF,Hansa Rostock,20-306,2003,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/3961eac1/Felix-Ruschke,3961eac1,2. Bundesliga
357,Elias Saad,TUN,"FW,MF",St. Pauli,24-012,1999,13.9,0.22,2.88,0.72,25.0,2.88,0.72,0.08,0.30,19.1,0.00,0.00,0.00,0.27,0.27,0.09,-0.05,-0.05,https://fbref.com/en/players/78a2284f/Elias-Saad,78a2284f,2. Bundesliga
358,Semih Sahin,GER,MF,Elversberg,24-017,1999,14.7,0.07,1.02,0.20,20.0,1.02,0.20,0.07,0.33,26.9,0.00,0.00,0.00,0.12,0.12,0.11,-0.05,-0.05,https://fbref.com/en/players/59015175/Semih-Sahin,59015175,2. Bundesliga
359,Manolis Saliakas,GRE,"MF,DF",St. Pauli,27-118,1996,15.0,0.07,1.20,0.33,27.8,1.20,0.33,0.06,0.20,25.2,0.00,0.00,0.00,0.04,0.04,0.03,0.03,0.03,https://fbref.com/en/players/18fe6d90/Manolis-Saliakas,18fe6d90,2. Bundesliga
360,Philipp Sander,GER,MF,Holstein Kiel,25-321,1998,14.6,0.07,1.51,0.48,31.8,1.51,0.48,0.05,0.14,22.9,0.07,0.00,0.00,0.08,0.08,0.05,-0.01,-0.01,https://fbref.com/en/players/5c90bad8/Philipp-Sander,5c90bad8,2. Bundesliga
361,Sidi Sané,GER,"FW,MF",Braunschweig,20-262,2003,2.3,0.00,2.17,0.43,20.0,2.20,0.44,0.00,0.00,16.2,0.00,0.00,0.00,0.43,0.43,0.21,-0.43,-0.43,https://fbref.com/en/players/6a52a6c6/Sidi-Sane,6a52a6c6,2. Bundesliga
362,Ron Schallenberg,GER,MF,Schalke 04,25-084,1998,10.7,0.00,0.56,0.19,33.3,0.56,0.19,0.00,0.00,12.9,0.00,0.00,0.00,0.06,0.06,0.10,-0.06,-0.06,https://fbref.com/en/players/63c4bacb/Ron-Schallenberg,63c4bacb,2. Bundesliga
363,Louis Schaub,AUT,"MF,FW",Hannover 96,29-010,1994,11.3,0.09,1.86,0.53,28.6,1.86,0.53,0.05,0.17,17.2,0.00,0.00,0.00,0.21,0.21,0.12,-0.12,-0.12,https://fbref.com/en/players/b50ec54b/Louis-Schaub,b50ec54b,2. Bundesliga
364,Derry Scherhant,GER,"FW,MF",Hertha BSC,21-059,2002,4.0,0.25,3.25,0.75,23.1,3.24,0.75,0.08,0.33,15.5,0.00,0.00,0.00,0.40,0.40,0.12,-0.15,-0.15,https://fbref.com/en/players/93cba339/Derry-Scherhant,93cba339,2. Bundesliga
365,Lukas Schleimer,GER,"MF,FW",Nürnberg,24-030,1999,11.1,0.27,1.44,0.54,37.5,1.44,0.54,0.19,0.50,17.5,0.18,0.00,0.00,0.13,0.13,0.09,0.14,0.14,https://fbref.com/en/players/11629e82/Lukas-Schleimer,11629e82,2. Bundesliga
366,Fabian Schleusener,GER,FW,Karlsruher,32-076,1991,13.2,0.38,2.73,1.14,41.7,2.74,1.14,0.14,0.33,13.2,0.00,0.00,0.00,0.43,0.43,0.16,-0.05,-0.05,https://fbref.com/en/players/52c703f8/Fabian-Schleusener,52c703f8,2. Bundesliga
367,Luca Schnellbacher,GER,FW,Elversberg,29-247,1994,10.7,0.47,2.71,1.03,37.9,2.70,1.02,0.17,0.45,17.8,0.00,0.00,0.00,0.44,0.44,0.16,0.03,0.03,https://fbref.com/en/players/b72756f1/Luca-Schnellbacher,b72756f1,2. Bundesliga
368,Sebastian Schonlau,GER,DF,Hamburger SV,29-156,1994,3.8,0.00,1.32,0.26,20.0,1.32,0.26,0.00,0.00,17.0,0.00,0.00,0.00,0.05,0.05,0.04,-0.05,-0.05,https://fbref.com/en/players/efd623db/Sebastian-Schonlau,efd623db,2. Bundesliga
369,Marvin Schulz,GER,"DF,MF",Holstein Kiel,28-358,1995,8.5,0.00,0.59,0.12,20.0,0.59,0.12,0.00,0.00,24.9,0.12,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,https://fbref.com/en/players/651167c8/Marvin-Schulz,651167c8,2. Bundesliga
