Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Player Link_,Player ID_,Competition
92,Johannes Eggestein,GER,FW,St. Pauli,25-245,1998,10.4,0.58,3.56,1.35,37.8,3.57,1.35,0.16,0.43,12.6,0.00,0.00,0.00,0.40,0.40,0.12,0.17,0.17,https://fbref.com/en/players/d571df78/Johannes-Eggestein,d571df78,2. Bundesliga
93,Daniel Elfadli,LBY,"DF,MF",Magdeburg,26-277,1997,10.9,0.00,0.37,0.09,25.0,0.37,0.09,0.00,0.00,13.1,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,https://fbref.com/en/players/e4433e5a/Daniel-Elfadli,e4433e5a,2. Bundesliga
94,Jan Elvedi,SUI,DF,Kaiserslautern,27-100,1996,17.0,0.00,0.35,0.06,16.7,0.35,0.06,0.00,0.00,12.7,0.00,0.00,0.00,0.05,0.05,0.15,-0.05,-0.05,https://fbref.com/en/players/e622de45/Jan-Elvedi,e622de45,2. Bundesliga
95,Keita Endo,JPN,"MF,DF",Braunschweig,26-047,1997,2.8,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/1a83027b/Keita-Endo,1a83027b,2. Bundesliga
96,Erik Engelhardt,GER,FW,Osnabrück,25-265,1998,15.7,0.32,1.53,0.83,54.2,1.53,0.83,0.17,0.31,14.5,0.00,0.06,0.06,0.17,0.12,0.08,0.15,0.13,https://fbref.com/en/players/9056cc65/Erik-Engelhardt,9056cc65,2. Bundesliga
97,Yannik Engelhardt,GER,MF,Düsseldorf,22-335,2001,13.2,0.15,0.83,0.15,18.2,0.83,0.15,0.18,1.00,14.1,0.00,0.00,0.00,0.16,0.16,0.19,-0.01,-0.01,https://fbref.com/en/players/fac66db3/Yannik-Engelhardt,fac66db3,2. Bundesliga
98,Sebastian Ernst,GER,"MF,FW",Hannover 96,28-310,1995,1.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/2c6cb5ff/Sebastian-Ernst,2c6cb5ff,2. Bundesliga
99,Tjark Ernst,GER,GK,Hertha BSC,20-299,2003,14.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/3f6c3ae0/Tjark-Ernst,3f6c3ae0,2. Bundesliga
100,Patrick Erras,GER,DF,Holstein Kiel,28-352,1995,7.3,0.00,0.68,0.14,20.0,0.68,0.14,0.00,0.00,10.7,0.00,0.00,0.00,0.04,0.04,0.07,-0.04,-0.04,https://fbref.com/en/players/e3f6253d/Patrick-Erras,e3f6253d,2. Bundesliga
101,Brooklyn Ezeh,GER,"DF,MF",Hannover 96,22-199,2001,1.6,0.00,0.63,0.00,0.0,0.64,0.00,0.00,,26.1,0.63,0.00,0.00,0.00,0.00,0.04,0.00,0.00,https://fbref.com/en/players/cd0252a2/Brooklyn-Ezeh,cd0252a2,2. Bundesliga
102,Kimberly Ezekwem,GER,DF,Paderborn 07,22-203,2001,4.5,0.00,0.67,0.22,33.3,0.66,0.22,0.00,0.00,22.5,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,https://fbref.com/en/players/56e6a1c9/Kimberly-Ezekwem,56e6a1c9,2. Bundesliga
103,Wahid Faghir,DEN,FW,Elversberg,20-163,2003,4.1,0.73,3.66,1.46,40.0,3.64,1.46,0.20,0.50,14.6,0.00,0.00,0.00,0.49,0.49,0.13,0.24,0.24,https://fbref.com/en/players/93c9e7d9/Wahid-Faghir,93c9e7d9,2. Bundesliga
104,Ralf Fährmann,GER,GK,Schalke 04,35-103,1988,7.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/1e43fad8/Ralf-Fahrmann,1e43fad8,2. Bundesliga
105,Gino Fechner,GER,MF,Wehen,26-125,1997,12.2,0.00,0.57,0.16,28.6,0.58,0.16,0.00,0.00,22.9,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,https://fbref.com/en/players/93d665dc/Gino-Fechner,93d665dc,2. Bundesliga
106,Manuel Feil,GER,"FW,MF",Elversberg,29-092,1994,11.1,0.18,2.07,0.72,34.8,2.06,0.72,0.09,0.25,17.4,0.00,0.00,0.00,0.16,0.16,0.08,0.02,0.02,https://fbref.com/en/players/9341203b/Manuel-Feil,9341203b,2. Bundesliga
107,Robin Fellhauer,GER,"MF,DF",Elversberg,25-352,1998,11.8,0.00,0.51,0.17,33.3,0.51,0.17,0.00,0.00,19.3,0.08,0.00,0.00,0.04,0.04,0.08,-0.04,-0.04,https://fbref.com/en/players/b6ce3e6c/Robin-Fellhauer,b6ce3e6c,2. Bundesliga
108,Florian Flick,GER,MF,Nürnberg,23-252,2000,8.9,0.22,0.34,0.22,66.7,0.34,0.23,0.67,1.00,19.1,0.00,0.00,0.00,0.03,0.03,0.11,0.19,0.19,https://fbref.com/en/players/9642c929/Florian-Flick,9642c929,2. Bundesliga
109,Moritz Flotho,GER,FW,Paderborn 07,21-227,2002,0.7,0.00,1.43,0.00,0.0,1.43,0.00,0.00,,15.8,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,https://fbref.com/en/players/f47ff834/Moritz-Flotho,f47ff834,2. Bundesliga
110,Antonio Foti,CYP,"MF,FW",Hannover 96,20-066,2003,0.7,0.00,1.43,0.00,0.0,1.48,0.00,0.00,,24.0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,https://fbref.com/en/players/29b0852c/Antonio-Foti,29b0852c,2. Bundesliga
111,Marcel Franke,GER,DF,Karlsruher,30-278,1993,15.0,0.00,0.87,0.27,30.8,0.87,0.27,0.00,0.00,10.0,0.00,0.00,0.00,0.07,0.07,0.09,-0.07,-0.07,https://fbref.com/en/players/788da372/Marcel-Franke,788da372,2. Bundesliga
112,Hólmbert Friðjónsson,ISL,FW,Holstein Kiel,30-264,1993,2.7,0.37,2.59,1.48,57.1,2.59,1.48,0.14,0.25,8.9,0.00,0.00,0.00,0.44,0.44,0.17,-0.07,-0.07,https://fbref.com/en/players/5e175384/Holmbert-Fridjonsson,5e175384,2. Bundesliga
113,Kianz Froese,CAN,"MF,FW",Wehen,27-267,1996,7.0,0.14,2.43,0.57,23.5,2.42,0.57,0.06,0.25,18.3,0.00,0.00,0.00,0.27,0.27,0.11,-0.13,-0.13,https://fbref.com/en/players/b4585578/Kianz-Froese,b4585578,2. Bundesliga
114,Nils Fröling,SWE,"MF,FW",Hansa Rostock,23-263,2000,8.3,0.12,1.45,0.48,33.3,1.45,0.48,0.08,0.25,18.0,0.00,0.00,0.00,0.16,0.16,0.11,-0.04,-0.04,https://fbref.com/en/players/5c9c3b66/Nils-Froling,5c9c3b66,2. Bundesliga
115,Nicolas Gavory,FRA,DF,Düsseldorf,28-326,1995,8.2,0.00,0.85,0.12,14.3,0.85,0.12,0.00,0.00,26.2,0.00,0.00,0.00,0.02,0.02,0.02,-0.02,-0.02,https://fbref.com/en/players/47a0b54d/Nicolas-Gavory,47a0b54d,2. Bundesliga
116,Linus Gechter,GER,DF,Hertha BSC,19-315,2004,3.7,0.27,0.27,0.27,100.0,0.27,0.27,1.00,1.00,3.7,0.00,0.00,0.00,0.05,0.05,0.21,0.22,0.22,https://fbref.com/en/players/ad2b068c/Linus-Gechter,ad2b068c,2. Bundesliga
117,Johannes Geis,GER,MF,Nürnberg,30-144,1993,2.3,0.00,1.74,0.43,25.0,1.74,0.43,0.00,0.00,29.5,0.87,0.00,0.00,0.04,0.04,0.03,-0.04,-0.04,https://fbref.com/en/players/294450ba/Johannes-Geis,294450ba,2. Bundesliga
118,Niko Gießelmann,GER,DF,Greuther Fürth,32-104,1991,2.6,0.00,0.77,0.00,0.0,0.77,0.00,0.00,,14.5,0.00,0.00,0.00,0.08,0.08,0.12,-0.08,-0.08,https://fbref.com/en/players/7242b495/Niko-Giesselmann,7242b495,2. Bundesliga
119,Daniel Ginczek,GER,FW,Düsseldorf,32-270,1991,4.1,0.24,3.17,0.73,23.1,3.20,0.74,0.08,0.33,14.6,0.00,0.00,0.00,0.27,0.27,0.08,-0.02,-0.02,https://fbref.com/en/players/e5f63987/Daniel-Ginczek,e5f63987,2. Bundesliga
120,Robert Glatzel,GER,FW,Hamburger SV,30-000,1994,16.5,0.73,4.12,1.58,38.2,4.13,1.58,0.18,0.46,12.1,0.00,0.00,0.00,0.78,0.78,0.19,-0.05,-0.05,https://fbref.com/en/players/18a9efe4/Robert-Glatzel,18a9efe4,2. Bundesliga
121,Dave Gnaase,GER,"MF,DF",Osnabrück,27-013,1996,12.2,0.16,0.57,0.33,57.1,0.57,0.33,0.29,0.50,16.9,0.00,0.00,0.00,0.03,0.03,0.06,0.13,0.13,https://fbref.com/en/players/61f706e3/Dave-Gnaase,61f706e3,2. Bundesliga
122,Silas Gnaka,CIV,"MF,DF",Magdeburg,25-021,1998,12.6,0.24,0.95,0.40,41.7,0.95,0.40,0.25,0.60,20.8,0.00,0.00,0.00,0.10,0.10,0.10,0.14,0.14,https://fbref.com/en/players/afedca0e/Silas-Gnaka,afedca0e,2. Bundesliga
123,Benjamin Goller,GER,FW,Nürnberg,25-007,1999,13.0,0.15,1.62,0.54,33.3,1.61,0.54,0.10,0.29,14.8,0.00,0.00,0.00,0.24,0.24,0.15,-0.08,-0.08,https://fbref.com/en/players/d5980989/Benjamin-Goller,d5980989,2. Bundesliga
124,Johan Gomez,USA,"MF,FW",Braunschweig,22-169,2001,12.7,0.16,2.68,0.79,29.4,2.67,0.78,0.06,0.20,15.1,0.00,0.00,0.00,0.25,0.25,0.10,-0.09,-0.09,https://fbref.com/en/players/2bbe2f33/Johan-Gomez,2bbe2f33,2. Bundesliga
125,Jérôme Gondorf,GER,MF,Karlsruher,35-196,1988,12.4,0.00,0.97,0.16,16.7,0.97,0.16,0.00,0.00,21.3,0.00,0.00,0.00,0.04,0.04,0.04,-0.04,-0.04,https://fbref.com/en/players/49ffe0f2/Jerome-Gondorf,49ffe0f2,2. Bundesliga
126,Thijmen Goppel,NED,DF,Wehen,26-326,1997,12.9,0.08,1.01,0.39,38.5,1.01,0.39,0.08,0.20,23.3,0.00,0.00,0.00,0.04,0.04,0.04,0.04,0.04,https://fbref.com/en/players/45df4830/Thijmen-Goppel,45df4830,2. Bundesliga
127,Julian Green,USA,MF,Greuther Fürth,28-216,1995,15.2,0.26,2.24,0.72,32.4,2.24,0.73,0.06,0.18,24.4,0.33,0.13,0.13,0.22,0.13,0.05,0.04,0.01,https://fbref.com/en/players/ad1d6fa4/Julian-Green,ad1d6fa4,2. Bundesliga
128,Sebastian Griesbeck,GER,"MF,DF",Braunschweig,33-097,1990,9.2,0.00,0.33,0.11,33.3,0.32,0.11,0.00,0.00,14.2,0.00,0.00,0.00,0.03,0.03,0.10,-0.03,-0.03,https://fbref.com/en/players/a8db7ebb/Sebastian-Griesbeck,a8db7ebb,2. Bundesliga
129,Lennart Grill,GER,GK,Osnabrück,24-348,1999,15.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/37998008/Lennart-Grill,37998008,2. Bundesliga
130,Adriano Grimaldi,GER,FW,Paderborn 07,32-278,1991,7.9,0.51,2.66,1.14,42.9,2.67,1.15,0.19,0.44,12.1,0.00,0.00,0.00,0.30,0.30,0.11,0.20,0.20,https://fbref.com/en/players/8ca5bcda/Adriano-Grimaldi,8ca5bcda,2. Bundesliga
131,Serhat Güler,GER,"FW,MF",Hansa Rostock,26-180,1997,0.8,0.00,2.50,0.00,0.0,2.40,0.00,0.00,,21.0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,https://fbref.com/en/players/b0414339/Serhat-Guler,b0414339,2. Bundesliga
132,Lasse Günther,GER,"DF,MF",Wehen,20-293,2003,2.4,0.42,2.50,0.83,33.3,2.47,0.82,0.17,0.50,19.0,0.00,0.00,0.00,0.17,0.17,0.07,0.25,0.25,https://fbref.com/en/players/00672803/Lasse-Gunther,00672803,2. Bundesliga
133,Ahmet Gürleyen,GER,DF,Nürnberg,24-257,1999,9.9,0.00,0.91,0.20,22.2,0.91,0.20,0.00,0.00,10.8,0.00,0.00,0.00,0.05,0.05,0.06,-0.05,-0.05,https://fbref.com/en/players/c58a9db7/Ahmet-Gurleyen,c58a9db7,2. Bundesliga
134,Jan Gyamerah,GER,DF,Nürnberg,28-204,1995,13.0,0.08,0.77,0.15,20.0,0.77,0.15,0.10,0.50,19.5,0.00,0.00,0.00,0.04,0.04,0.05,0.04,0.04,https://fbref.com/en/players/0faca7a5/Jan-Gyamerah,0faca7a5,2. Bundesliga
135,Maxwell Gyamfi,GER,DF,Osnabrück,23-355,2000,15.8,0.00,0.13,0.00,0.0,0.13,0.00,0.00,,7.7,0.00,0.00,0.00,0.01,0.01,0.10,-0.01,-0.01,https://fbref.com/en/players/4537a5f9/Maxwell-Gyamfi,4537a5f9,2. Bundesliga
136,Oussama Haddadi,TUN,DF,Greuther Fürth,31-345,1992,10.0,0.00,0.20,0.10,50.0,0.20,0.10,0.00,0.00,19.0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,https://fbref.com/en/players/ec400194/Oussama-Haddadi,ec400194,2. Bundesliga
137,Dennis Hadzikadunic,BIH,DF,Hamburger SV,25-183,1998,12.0,0.00,0.50,0.17,33.3,0.50,0.17,0.00,0.00,21.9,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,https://fbref.com/en/players/82cfae2a/Dennis-Hadzikadunic,82cfae2a,2. Bundesliga
138,Marcel Halstenberg,GER,DF,Hannover 96,32-103,1991,16.5,0.18,0.97,0.24,25.0,0.97,0.24,0.06,0.25,21.8,0.30,0.12,0.12,0.20,0.10,0.11,-0.02,-0.04,https://fbref.com/en/players/8ff2354e/Marcel-Halstenberg,8ff2354e,2. Bundesliga
139,Tim Handwerker,GER,"DF,MF",Nürnberg,25-234,1998,7.7,0.26,1.82,0.65,35.7,1.81,0.65,0.07,0.20,24.4,0.52,0.13,0.13,0.22,0.12,0.07,0.04,0.01,https://fbref.com/en/players/33a81b3d/Tim-Handwerker,33a81b3d,2. Bundesliga
140,Mohamed El Hankouri,MAR,"MF,DF",Magdeburg,26-191,1997,3.3,0.61,2.42,1.82,75.0,2.44,1.83,0.25,0.33,24.4,0.00,0.00,0.00,0.06,0.06,0.03,0.55,0.55,https://fbref.com/en/players/d3a7f047/Mohamed-El-Hankouri,d3a7f047,2. Bundesliga
141,Mattes Hansen,GER,MF,Paderborn 07,19-238,2004,11.4,0.09,0.61,0.09,14.3,0.61,0.09,0.14,1.00,19.7,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.04,https://fbref.com/en/players/ebabe169/Mattes-Hansen,ebabe169,2. Bundesliga
142,Daniel Hanslik,GER,"MF,FW",Kaiserslautern,27-094,1996,2.2,0.00,4.55,0.00,0.0,4.64,0.00,0.00,,12.7,0.00,0.00,0.00,0.59,0.59,0.14,-0.59,-0.59,https://fbref.com/en/players/0e3a8469/Daniel-Hanslik,0e3a8469,2. Bundesliga
143,Marcel Hartel,GER,MF,St. Pauli,27-354,1996,16.9,0.47,2.78,1.24,44.7,2.77,1.24,0.13,0.29,19.1,0.18,0.12,0.12,0.33,0.23,0.08,0.15,0.12,https://fbref.com/en/players/614eca9b/Marcel-Hartel,614eca9b,2. Bundesliga
144,Daichi Hayashi,JPN,FW,Nürnberg,26-230,1997,6.3,0.32,2.06,0.95,46.2,2.07,0.96,0.15,0.33,10.7,0.00,0.00,0.00,0.51,0.51,0.24,-0.19,-0.19,https://fbref.com/en/players/b5611533/Daichi-Hayashi,b5611533,2. Bundesliga
145,Daniel Heber,GER,DF,Magdeburg,29-188,1994,15.8,0.00,0.44,0.06,14.3,0.44,0.06,0.00,0.00,11.8,0.00,0.00,0.00,0.04,0.04,0.10,-0.04,-0.04,https://fbref.com/en/players/242027ec/Daniel-Heber,242027ec,2. Bundesliga
146,Justin Heekeren,GER,GK,Schalke 04,23-042,2000,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/309ff595/Justin-Heekeren,309ff595,2. Bundesliga
147,Philip Heise,GER,DF,Karlsruher,32-202,1991,12.5,0.00,1.52,0.48,31.6,1.52,0.48,0.00,0.00,27.1,0.16,0.00,0.00,0.05,0.05,0.03,-0.05,-0.05,https://fbref.com/en/players/ef66b362/Philip-Heise,ef66b362,2. Bundesliga
148,Philipp Hercher,GER,"FW,DF",Kaiserslautern,27-293,1996,0.7,0.00,1.43,0.00,0.0,1.34,0.00,0.00,,18.8,0.00,0.00,0.00,0.14,0.14,0.05,-0.14,-0.14,https://fbref.com/en/players/7f55cad3/Philipp-Hercher,7f55cad3,2. Bundesliga
149,David Herold,GER,DF,Karlsruher,20-322,2003,4.5,0.00,1.11,0.22,20.0,1.11,0.22,0.00,0.00,18.9,0.00,0.00,0.00,0.04,0.04,0.03,-0.04,-0.04,https://fbref.com/en/players/4e1ba0ae/David-Herold,4e1ba0ae,2. Bundesliga
150,Daniel Heuer Fernandes,POR,GK,Hamburger SV,31-056,1992,17.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/0c1f8f71/Daniel-Heuer-Fernandes,0c1f8f71,2. Bundesliga
151,Jannis Heuer,GER,DF,Paderborn 07,24-163,1999,6.6,0.15,1.06,0.15,14.3,1.06,0.15,0.14,1.00,24.9,0.00,0.00,0.00,0.20,0.20,0.18,-0.05,-0.05,https://fbref.com/en/players/9c58efd4/Jannis-Heuer,9c58efd4,2. Bundesliga
152,Robin Heußer,GER,MF,Wehen,25-230,1998,16.3,0.06,1.35,0.37,27.3,1.35,0.37,0.05,0.17,20.4,0.25,0.00,0.00,0.13,0.13,0.10,-0.07,-0.07,https://fbref.com/en/players/b99ba43f/Robin-Heusser,b99ba43f,2. Bundesliga
153,Moritz Heyer,GER,DF,Hamburger SV,28-279,1995,4.8,0.21,0.83,0.21,25.0,0.84,0.21,0.25,1.00,17.2,0.00,0.00,0.00,0.06,0.06,0.09,0.15,0.15,https://fbref.com/en/players/20395826/Moritz-Heyer,20395826,2. Bundesliga
154,Lukas Hinterseer,AUT,"MF,DF",Hansa Rostock,32-286,1991,0.3,0.00,13.3,0.00,0.0,12.86,0.00,0.00,,9.0,0.00,0.00,0.00,1.33,1.33,0.11,-1.33,-1.33,https://fbref.com/en/players/6a98c5a9/Lukas-Hinterseer,6a98c5a9,2. Bundesliga
155,André Hoffmann,GER,DF,Düsseldorf,30-314,1993,4.2,0.24,0.95,0.24,25.0,0.95,0.24,0.25,1.00,9.7,0.00,0.00,0.00,0.12,0.12,0.13,0.12,0.12,https://fbref.com/en/players/34b306a1/Andre-Hoffmann,34b306a1,2. Bundesliga
156,Ron-Thorben Hoffmann,GER,GK,Braunschweig,24-279,1999,17.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/f72f1743/Ron-Thorben-Hoffmann,f72f1743,2. Bundesliga
157,Marcel Hoffmeier,GER,DF,Paderborn 07,24-177,1999,15.3,0.00,0.59,0.07,11.1,0.59,0.07,0.00,0.00,24.0,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,https://fbref.com/en/players/7d3a9f98/Marcel-Hoffmeier,7d3a9f98,2. Bundesliga
158,Lewis Holtby,GER,MF,Holstein Kiel,33-112,1990,11.5,0.17,2.09,0.61,29.2,2.09,0.61,0.08,0.29,22.8,0.17,0.00,0.00,0.10,0.10,0.05,0.07,0.07,https://fbref.com/en/players/410ab123/Lewis-Holtby,410ab123,2. Bundesliga
159,Jannes Horn,GER,DF,Nürnberg,26-336,1997,9.6,0.00,0.42,0.00,0.0,0.42,0.00,0.00,,23.9,0.21,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,https://fbref.com/en/players/2b83fa49/Jannes-Horn,2b83fa49,2. Bundesliga
160,Andi Hoti,KVX,DF,Magdeburg,20-312,2003,3.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/da1cab65/Andi-Hoti,da1cab65,2. Bundesliga
161,Branimir Hrgota,SWE,MF,Greuther Fürth,30-361,1993,16.3,0.37,2.15,0.98,45.7,2.15,0.98,0.17,0.38,21.0,0.31,0.00,0.12,0.35,0.25,0.13,0.02,0.12,https://fbref.com/en/players/710fbdd1/Branimir-Hrgota,710fbdd1,2. Bundesliga
162,Florian Hübner,GER,DF,Nürnberg,32-313,1991,5.9,0.00,0.85,0.00,0.0,0.84,0.00,0.00,,8.9,0.00,0.00,0.00,0.07,0.07,0.08,-0.07,-0.07,https://fbref.com/en/players/e87ad81a/Florian-Hubner,e87ad81a,2. Bundesliga
163,Jean Hugonet,FRA,"MF,DF",Magdeburg,24-045,1999,5.2,0.19,0.58,0.19,33.3,0.58,0.19,0.33,1.00,28.5,0.00,0.00,0.00,0.02,0.02,0.03,0.17,0.17,https://fbref.com/en/players/3997fa12/Jean-Hugonet,3997fa12,2. Bundesliga
164,Joseph Hungbo,ENG,FW,Nürnberg,23-358,2000,2.6,0.00,2.69,0.38,14.3,2.69,0.38,0.00,0.00,23.0,0.00,0.00,0.00,0.04,0.04,0.02,-0.04,-0.04,https://fbref.com/en/players/fdf9edec/Joseph-Hungbo,fdf9edec,2. Bundesliga
165,Oliver Hüsing,GER,DF,Hansa Rostock,30-325,1993,4.0,0.00,0.50,0.25,50.0,0.50,0.25,0.00,0.00,6.0,0.00,0.00,0.00,0.10,0.10,0.23,-0.10,-0.10,https://fbref.com/en/players/4d0d4790/Oliver-Husing,4d0d4790,2. Bundesliga
166,Bilal Hussein,SWE,MF,Hertha BSC,23-261,2000,2.2,0.00,0.45,0.00,0.0,0.45,0.00,0.00,,28.5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,https://fbref.com/en/players/aff07507/Bilal-Hussein,aff07507,2. Bundesliga
167,Jannik Huth,GER,GK,Paderborn 07,29-268,1994,14.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/e8fd2e5b/Jannik-Huth,e8fd2e5b,2. Bundesliga
168,Lee Hyunju,KOR,MF,Wehen,20-335,2003,11.0,0.27,1.55,0.64,41.2,1.54,0.63,0.18,0.43,21.8,0.00,0.00,0.00,0.27,0.27,0.18,0.00,0.00,https://fbref.com/en/players/786102e2/Lee-Hyunju,786102e2,2. Bundesliga
169,Blendi Idrizi,KVX,"MF,FW",Schalke 04,25-251,1998,3.0,0.33,1.00,0.33,33.3,1.02,0.34,0.33,1.00,19.3,0.00,0.00,0.00,0.10,0.10,0.11,0.23,0.23,https://fbref.com/en/players/58450270/Blendi-Idrizi,58450270,2. Bundesliga
170,Luc Ihorst,GER,FW,Braunschweig,23-307,2000,1.8,0.00,0.56,0.56,100.0,0.56,0.56,0.00,0.00,23.4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,https://fbref.com/en/players/e5cad51e/Luc-Ihorst,e5cad51e,2. Bundesliga
171,Svante Ingelsson,SWE,"MF,FW",Hansa Rostock,25-208,1998,11.9,0.00,1.76,0.34,19.0,1.76,0.33,0.00,0.00,16.6,0.00,0.00,0.00,0.13,0.13,0.07,-0.13,-0.13,https://fbref.com/en/players/4133cfcf/Svante-Ingelsson,4133cfcf,2. Bundesliga
172,John Iredale,AUS,"FW,MF",Wehen,24-160,1999,4.6,0.43,4.57,0.87,19.0,4.52,0.86,0.05,0.25,17.5,0.00,0.22,0.22,0.52,0.35,0.08,-0.09,-0.13,https://fbref.com/en/players/83fb76eb/John-Iredale,83fb76eb,2. Bundesliga
173,Jackson Irvine,AUS,MF,St. Pauli,30-307,1993,13.2,0.23,2.42,0.98,40.6,2.42,0.98,0.09,0.23,13.7,0.00,0.00,0.00,0.29,0.29,0.12,-0.06,-0.06,https://fbref.com/en/players/4637747c/Jackson-Irvine,4637747c,2. Bundesliga
174,Tatsuya Ito,JPN,"FW,MF",Magdeburg,26-196,1997,3.5,0.00,2.57,1.14,44.4,2.55,1.13,0.00,0.00,17.2,0.00,0.00,0.00,0.14,0.14,0.05,-0.14,-0.14,https://fbref.com/en/players/6743cef5/Tatsuya-Ito,6743cef5,2. Bundesliga
175,Gian-Luca Itter,GER,DF,Greuther Fürth,25-003,1999,10.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/e6c15f6e/Gian-Luca-Itter,e6c15f6e,2. Bundesliga
176,Robert Ivanov,FIN,DF,Braunschweig,29-111,1994,11.9,0.08,0.42,0.08,20.0,0.42,0.08,0.20,1.00,32.2,0.08,0.00,0.00,0.05,0.05,0.12,0.03,0.03,https://fbref.com/en/players/9cae7f8a/Robert-Ivanov,9cae7f8a,2. Bundesliga
177,Marko Ivezić,SRB,"MF,DF",Holstein Kiel,22-037,2001,10.8,0.00,0.46,0.19,40.0,0.46,0.19,0.00,0.00,7.7,0.00,0.00,0.00,0.04,0.04,0.08,-0.04,-0.04,https://fbref.com/en/players/964f4f30/Marko-Ivezic,964f4f30,2. Bundesliga
178,Emmanuel Iyoha,GER,"DF,FW",Düsseldorf,26-089,1997,12.7,0.08,1.73,0.47,27.3,1.73,0.47,0.05,0.17,23.8,0.00,0.00,0.00,0.07,0.07,0.04,0.01,0.01,https://fbref.com/en/players/06d5dc42/Emmanuel-Iyoha,06d5dc42,2. Bundesliga
179,Bjarke Jacobsen,DEN,MF,Wehen,30-140,1993,6.2,0.00,0.48,0.00,0.0,0.49,0.00,0.00,,18.2,0.00,0.00,0.00,0.02,0.02,0.02,-0.02,-0.02,https://fbref.com/en/players/a805fb51/Bjarke-Jacobsen,a805fb51,2. Bundesliga
180,Thore Jacobsen,GER,MF,Elversberg,26-264,1997,10.3,0.19,0.49,0.19,40.0,0.49,0.19,0.20,0.50,39.1,0.00,0.10,0.10,0.09,0.01,0.02,0.11,0.09,https://fbref.com/en/players/0f163121/Thore-Jacobsen,0f163121,2. Bundesliga
181,Frederik Jäkel,GER,DF,Elversberg,22-307,2001,12.7,0.00,0.55,0.24,42.9,0.55,0.24,0.00,0.00,9.5,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,https://fbref.com/en/players/25b1d2d1/Frederik-Jakel,25b1d2d1,2. Bundesliga
182,Dennis Jastrzembski,POL,"FW,DF",Düsseldorf,23-322,2000,4.5,0.00,0.89,0.22,25.0,0.90,0.22,0.00,0.00,21.2,0.00,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,https://fbref.com/en/players/6bba916f/Dennis-Jastrzembski,6bba916f,2. Bundesliga
183,Bakery Jatta,GAM,FW,Hamburger SV,25-216,1998,13.8,0.22,1.16,0.29,25.0,1.16,0.29,0.19,0.75,9.9,0.00,0.00,0.00,0.18,0.18,0.16,0.04,0.04,https://fbref.com/en/players/34c313d5/Bakery-Jatta,34c313d5,2. Bundesliga
