Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Player Link_,Player ID_,Competition
741,Ismaël Doukouré,FRA,"MF,DF",Strasbourg,fr Ligue 1,20-281,2003,16.4,39.8,37.3,2.44,1.40,0.24,0.43,0.00,0.49,0.00,0.00,0.00,0.00,33.8,0.12,0.49,https://fbref.com/en/players/0512a60a/Ismael-Doukoure,0512a60a,Big 5 combined
742,Kamory Doumbia,MLI,MF,Brest,fr Ligue 1,21-072,2003,8.6,50.1,48.7,1.28,0.47,0.23,0.00,0.58,0.35,0.00,0.00,0.00,0.00,43.5,0.12,0.93,https://fbref.com/en/players/9226aa22/Kamory-Doumbia,9226aa22,Big 5 combined
743,Anastasios Douvikas,GRE,FW,Celta Vigo,es La Liga,24-272,1999,8.7,16.4,15.3,1.15,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,10.3,0.00,0.46,https://fbref.com/en/players/853ca71c/Anastasios-Douvikas,853ca71c,Big 5 combined
744,Artem Dovbyk,UKR,FW,Girona,es La Liga,26-314,1997,23.9,13.9,12.6,1.09,0.00,0.08,0.08,0.04,0.00,0.00,0.00,0.00,0.00,9.75,0.21,0.59,https://fbref.com/en/players/5b847bb0/Artem-Dovbyk,5b847bb0,Big 5 combined
745,Nikola Dovedan,AUT,MF,Heidenheim,de Bundesliga,29-299,1994,6.7,27.9,25.5,2.24,0.30,0.60,0.15,0.90,0.30,0.45,0.00,0.00,0.00,17.6,0.15,2.24,https://fbref.com/en/players/57d9f511/Nikola-Dovedan,57d9f511,Big 5 combined
746,Damion Downs,GER,"FW,MF",Köln,de Bundesliga,19-299,2004,1.3,21.5,20.8,0.77,0.00,0.00,0.00,0.77,0.77,0.00,0.00,0.00,0.00,13.8,0.00,3.08,https://fbref.com/en/players/640134d6/Damion-Downs,640134d6,Big 5 combined
747,Tommy Doyle,ENG,MF,Wolves,eng Premier League,22-196,2001,13.4,69.9,64.6,4.85,3.13,0.15,1.12,1.94,0.60,0.97,0.45,0.22,0.00,58.7,0.52,0.82,https://fbref.com/en/players/5526deb1/Tommy-Doyle,5526deb1,Big 5 combined
748,Radu Drăgușin,ROU,DF,Tottenham,eng Premier League,22-087,2002,2.6,70.4,69.2,1.15,0.00,0.38,0.00,0.00,0.38,0.00,0.00,0.00,0.00,61.2,0.00,0.77,https://fbref.com/en/players/620922ed/Radu-Dragusin,620922ed,Big 5 combined
749,Radu Drăgușin,ROU,DF,Genoa,it Serie A,22-087,2002,19.0,37.9,32.8,5.16,1.05,0.00,0.16,0.05,1.79,0.00,0.00,0.00,0.00,31.2,0.00,0.16,https://fbref.com/en/players/620922ed/Radu-Dragusin,620922ed,Big 5 combined
750,Dion Drena Beljo,CRO,"FW,MF",Augsburg,de Bundesliga,22-060,2002,6.1,25.7,24.1,1.48,0.00,0.33,0.16,0.49,0.33,0.00,0.00,0.00,0.00,18.9,0.16,0.33,https://fbref.com/en/players/9a2e3a23/Dion-Drena-Beljo,9a2e3a23,Big 5 combined
751,Tim Drexler,GER,DF,Hoffenheim,de Bundesliga,19-055,2005,5.9,52.5,51.2,1.19,1.02,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,47.5,0.17,0.00,https://fbref.com/en/players/0911b4fc/Tim-Drexler,0911b4fc,Big 5 combined
752,Domingos Duarte,POR,DF,Getafe,es La Liga,29-051,1995,10.1,37.6,36.1,1.29,1.09,0.10,0.30,0.10,0.10,0.00,0.00,0.00,0.00,29.1,0.20,0.40,https://fbref.com/en/players/93090f69/Domingos-Duarte,93090f69,Big 5 combined
753,Rubén Duarte,ESP,DF,Alavés,es La Liga,28-195,1995,17.7,41.4,33.2,7.80,2.20,0.00,0.34,3.56,5.54,0.06,0.00,0.00,0.00,28.7,0.40,0.40,https://fbref.com/en/players/1fe0492d/Ruben-Duarte,1fe0492d,Big 5 combined
754,Martin Dúbravka,SVK,GK,Newcastle Utd,eng Premier League,35-106,1989,19.1,29.7,20.2,9.37,1.78,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,23.4,0.10,0.00,https://fbref.com/en/players/3a949a25/Martin-Dubravka,3a949a25,Big 5 combined
755,Marvin Ducksch,GER,FW,Werder Bremen,de Bundesliga,30-054,1994,27.0,32.4,25.7,6.41,1.96,0.41,0.37,5.15,0.19,3.07,1.22,1.37,0.00,19.1,0.26,0.56,https://fbref.com/en/players/638a4d71/Marvin-Ducksch,638a4d71,Big 5 combined
756,Ondrej Duda,SVK,MF,Hellas Verona,it Serie A,29-147,1994,24.3,44.1,38.4,5.56,3.50,0.21,0.74,3.00,0.21,1.77,0.33,1.03,0.00,33.5,0.16,0.74,https://fbref.com/en/players/79ca3e23/Ondrej-Duda,79ca3e23,Big 5 combined
757,Denzel Dumfries,NED,DF,Inter,it Serie A,28-012,1996,16.6,42.0,34.6,7.23,0.24,0.00,0.12,2.65,6.99,0.00,0.00,0.00,0.00,31.2,0.18,0.90,https://fbref.com/en/players/481c9ece/Denzel-Dumfries,481c9ece,Big 5 combined
758,Paul Dummett,WAL,DF,Newcastle Utd,eng Premier League,32-217,1991,0.2,110.0,105.0,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,100.0,0.00,0.00,https://fbref.com/en/players/3fe6bd8c/Paul-Dummett,3fe6bd8c,Big 5 combined
759,Alfred Duncan,GHA,MF,Fiorentina,it Serie A,31-051,1993,19.3,50.6,47.2,3.16,1.09,0.26,0.88,3.26,0.26,1.76,0.57,0.88,0.00,39.5,0.26,0.98,https://fbref.com/en/players/528492ea/Alfred-Duncan,528492ea,Big 5 combined
760,Lewis Dunk,ENG,DF,Brighton,eng Premier League,32-161,1991,29.4,104.4,97.3,6.80,3.64,0.07,0.51,0.24,0.17,0.00,0.00,0.00,0.00,96.2,0.31,0.17,https://fbref.com/en/players/282f75f3/Lewis-Dunk,282f75f3,Big 5 combined
761,Jhon Durán,COL,"FW,MF",Aston Villa,eng Premier League,20-139,2003,3.9,24.1,23.6,0.51,0.26,0.00,0.00,1.54,0.00,0.00,0.00,0.00,0.00,16.2,0.00,2.31,https://fbref.com/en/players/414184f7/Jhon-Duran,414184f7,Big 5 combined
762,Julien Duranville,BEL,"FW,MF",Dortmund,de Bundesliga,17-361,2006,0.1,40.0,40.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,https://fbref.com/en/players/b06a7ae9/Julien-Duranville,b06a7ae9,Big 5 combined
763,Hugo Duro,ESP,FW,Valencia,es La Liga,24-172,1999,29.7,17.1,15.6,1.35,0.03,0.00,0.00,0.24,0.13,0.00,0.00,0.00,0.00,12.4,0.10,0.47,https://fbref.com/en/players/37e103f8/Hugo-Duro,37e103f8,Big 5 combined
764,Jean-Kevin Duverne,HAI,DF,Nantes,fr Ligue 1,26-293,1997,13.9,50.9,44.6,6.04,1.08,0.00,0.07,0.86,4.96,0.00,0.00,0.00,0.00,41.3,0.22,0.65,https://fbref.com/en/players/0cbc8baa/Jean-Kevin-Duverne,0cbc8baa,Big 5 combined
765,Paulo Dybala,ARG,"FW,MF",Roma,it Serie A,30-167,1993,20.0,45.5,40.2,5.05,1.10,0.30,0.45,3.90,0.45,2.30,0.80,1.25,0.00,36.0,0.25,0.85,https://fbref.com/en/players/e0921a4f/Paulo-Dybala,e0921a4f,Big 5 combined
766,Aron Dønnum,NOR,"FW,MF",Toulouse,fr Ligue 1,26-010,1998,16.8,32.0,30.5,1.37,0.30,0.24,0.71,1.67,0.60,0.48,0.12,0.30,0.00,23.9,0.12,1.07,https://fbref.com/en/players/10cff752/Aron-Donnum,10cff752,Big 5 combined
767,George Earthy,ENG,FW,West Ham,eng Premier League,19-238,2004,0.1,50.0,50.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.0,0.00,0.00,https://fbref.com/en/players/123d2733/George-Earthy,123d2733,Big 5 combined
768,Simon Ebonog,CMR,MF,Le Havre,fr Ligue 1,19-258,2004,0.2,105.0,105.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.0,0.00,0.00,https://fbref.com/en/players/12f9a649/Simon-Ebonog,12f9a649,Big 5 combined
769,Festy Ebosele,IRL,DF,Udinese,it Serie A,21-272,2002,18.1,21.4,18.3,3.04,0.11,0.06,0.22,2.38,2.93,0.00,0.00,0.00,0.00,14.0,0.06,1.10,https://fbref.com/en/players/dbfa4f16/Festy-Ebosele,dbfa4f16,Big 5 combined
770,Enzo Ebosse,CMR,DF,Udinese,it Serie A,25-050,1999,0.1,150.0,150.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.0,0.00,0.00,https://fbref.com/en/players/9ba7b4fa/Enzo-Ebosse,9ba7b4fa,Big 5 combined
771,Tyronne Ebuehi,NGA,DF,Empoli,it Serie A,28-136,1995,12.2,46.7,36.2,10.4,0.74,0.00,0.25,1.89,9.67,0.00,0.00,0.00,0.00,34.9,0.08,1.56,https://fbref.com/en/players/6af30900/Tyronne-Ebuehi,6af30900,Big 5 combined
772,Ederson,BRA,GK,Manchester City,eng Premier League,30-257,1993,28.2,40.3,35.0,5.32,1.45,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,35.2,0.00,0.04,https://fbref.com/en/players/3bb7b8b4/Ederson,3bb7b8b4,Big 5 combined
773,Éderson,BRA,MF,Atalanta,it Serie A,24-298,1999,28.9,50.6,49.1,1.28,1.21,0.17,0.52,0.55,0.07,0.00,0.00,0.00,0.00,41.9,0.21,0.83,https://fbref.com/en/players/a9202def/Ederson,a9202def,Big 5 combined
774,Odsonne Édouard,FRA,"FW,MF",Crystal Palace,eng Premier League,26-105,1998,16.6,20.2,19.5,0.54,0.00,0.24,0.00,0.60,0.00,0.06,0.00,0.00,0.00,14.3,0.18,1.20,https://fbref.com/en/players/0562b7f1/Odsonne-Edouard,0562b7f1,Big 5 combined
775,John Egan,IRL,DF,Sheffield Utd,eng Premier League,31-193,1992,5.4,34.3,33.5,0.37,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.7,0.37,0.19,https://fbref.com/en/players/debe38a0/John-Egan,debe38a0,Big 5 combined
776,Maximilian Eggestein,GER,MF,Freiburg,de Bundesliga,27-144,1996,29.4,41.2,40.1,0.88,0.65,0.14,0.07,0.31,0.17,0.00,0.00,0.00,0.00,33.3,0.20,1.56,https://fbref.com/en/players/beb882a8/Maximilian-Eggestein,beb882a8,Big 5 combined
777,Lilian Egloff,GER,"MF,DF",Stuttgart,de Bundesliga,21-254,2002,1.2,34.2,33.3,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.7,0.00,0.83,https://fbref.com/en/players/2f7fec15/Lilian-Egloff,2f7fec15,Big 5 combined
778,Kingsley Ehizibue,NED,DF,Udinese,it Serie A,28-341,1995,7.8,24.1,21.2,2.95,0.00,0.00,0.00,1.28,2.95,0.00,0.00,0.00,0.00,16.7,0.00,1.54,https://fbref.com/en/players/76b2817e/Kingsley-Ehizibue,76b2817e,Big 5 combined
779,Hjalmar Ekdal,SWE,DF,Burnley,eng Premier League,25-192,1998,4.3,43.5,42.8,0.70,0.70,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,38.1,0.00,0.23,https://fbref.com/en/players/3d554589/Hjalmar-Ekdal,3d554589,Big 5 combined
780,Hugo Ekitike,FRA,FW,Paris S-G,fr Ligue 1,21-315,2002,0.1,80.0,80.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.0,0.00,10.0,https://fbref.com/en/players/5b92d896/Hugo-Ekitike,5b92d896,Big 5 combined
781,Hugo Ekitike,FRA,FW,Eint Frankfurt,de Bundesliga,21-315,2002,5.1,25.9,23.9,1.76,0.00,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.00,17.5,0.20,1.76,https://fbref.com/en/players/5b92d896/Hugo-Ekitike,5b92d896,Big 5 combined
782,Emmanuel Ekong,SWE,FW,Empoli,it Serie A,21-310,2002,0.1,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,https://fbref.com/en/players/c20892ee/Emmanuel-Ekong,c20892ee,Big 5 combined
783,Caleb Ekuban,GHA,"FW,MF",Genoa,it Serie A,30-038,1994,10.2,17.0,16.4,0.59,0.00,0.10,0.00,0.29,0.00,0.00,0.00,0.00,0.00,11.5,0.00,0.69,https://fbref.com/en/players/7afbd2c3/Caleb-Ekuban,7afbd2c3,Big 5 combined
784,Anthony Elanga,SWE,"FW,MF",Nott'ham Forest,eng Premier League,22-003,2002,25.1,26.5,25.9,0.48,0.00,0.16,0.08,2.07,0.20,0.00,0.00,0.00,0.00,18.6,0.16,1.39,https://fbref.com/en/players/2fba6108/Anthony-Elanga,2fba6108,Big 5 combined
785,Simon Elisor,FRA,FW,Metz,fr Ligue 1,24-283,1999,8.5,18.5,16.4,2.12,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,13.1,0.00,0.59,https://fbref.com/en/players/825ed0d1/Simon-Elisor,825ed0d1,Big 5 combined
786,Harvey Elliott,ENG,"MF,FW",Liverpool,eng Premier League,21-026,2003,12.4,64.6,61.7,2.18,0.16,0.16,0.65,4.03,0.56,1.05,0.48,0.40,0.00,53.4,0.73,0.97,https://fbref.com/en/players/b9e1436c/Harvey-Elliott,b9e1436c,Big 5 combined
787,Elif Elmas,MKD,"FW,MF",Napoli,it Serie A,24-219,1999,3.8,50.3,48.2,1.84,0.26,0.00,0.00,1.58,0.79,0.79,0.00,0.26,0.00,43.9,0.26,1.05,https://fbref.com/en/players/cf007308/Elif-Elmas,cf007308,Big 5 combined
788,Elif Elmas,MKD,"MF,FW",RB Leipzig,de Bundesliga,24-219,1999,1.8,48.9,47.2,1.11,0.00,0.00,0.56,0.00,1.11,0.00,0.00,0.00,0.00,41.7,0.56,0.56,https://fbref.com/en/players/cf007308/Elif-Elmas,cf007308,Big 5 combined
789,Mohamed Elneny,EGY,MF,Arsenal,eng Premier League,31-294,1992,0.3,133.3,130.0,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.0,0.00,0.00,https://fbref.com/en/players/47a34c4f/Mohamed-Elneny,47a34c4f,Big 5 combined
790,Aritz Elustondo,ESP,DF,Real Sociedad,es La Liga,30-033,1994,5.9,54.1,46.4,7.63,2.03,0.00,0.17,0.17,5.59,0.00,0.00,0.00,0.00,46.1,0.00,0.34,https://fbref.com/en/players/f7dc2ae5/Aritz-Elustondo,f7dc2ae5,Big 5 combined
791,Nico Elvedi,SUI,DF,M'Gladbach,de Bundesliga,27-213,1996,25.6,61.5,58.5,2.97,1.09,0.08,0.04,0.08,1.02,0.00,0.00,0.00,0.00,54.4,0.08,0.43,https://fbref.com/en/players/48035304/Nico-Elvedi,48035304,Big 5 combined
792,Adri Embarba,ESP,"FW,MF",Almería,es La Liga,31-359,1992,23.5,34.4,28.5,5.66,1.32,0.00,0.64,6.60,0.64,3.49,1.40,1.06,0.00,22.2,0.26,1.66,https://fbref.com/en/players/db8f0eba/Adri-Embarba,db8f0eba,Big 5 combined
793,Breel Embolo,SUI,FW,Monaco,fr Ligue 1,27-076,1997,0.8,30.0,30.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.3,0.00,1.25,https://fbref.com/en/players/0b4f388a/Breel-Embolo,0b4f388a,Big 5 combined
794,Emanuel Emegha,NED,FW,Strasbourg,fr Ligue 1,21-087,2003,20.1,11.8,11.1,0.65,0.05,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.00,8.41,0.00,0.45,https://fbref.com/en/players/a0c590b9/Emanuel-Emegha,a0c590b9,Big 5 combined
795,Emerson,BRA,DF,Tottenham,eng Premier League,25-107,1999,11.1,83.4,73.7,9.64,3.60,0.09,0.18,1.17,5.86,0.00,0.00,0.00,0.00,75.6,0.09,1.80,https://fbref.com/en/players/df8b52a5/Emerson,df8b52a5,Big 5 combined
796,Youssef En-Nesyri,MAR,FW,Sevilla,es La Liga,26-334,1997,23.7,10.6,9.07,1.52,0.00,0.04,0.08,0.13,0.13,0.00,0.00,0.00,0.00,6.71,0.00,0.51,https://fbref.com/en/players/04e17fd5/Youssef-En-Nesyri,04e17fd5,Big 5 combined
797,Julio Enciso,PAR,"MF,FW",Brighton,eng Premier League,20-098,2004,2.9,31.4,30.3,0.69,0.34,0.34,0.00,1.72,0.00,0.00,0.00,0.00,0.00,21.7,0.34,1.72,https://fbref.com/en/players/9cfbad36/Julio-Enciso,9cfbad36,Big 5 combined
798,Wataru Endo,JPN,MF,Liverpool,eng Premier League,31-081,1993,16.6,68.9,67.9,0.72,0.54,0.24,0.06,0.24,0.12,0.00,0.00,0.00,0.00,60.1,0.24,1.14,https://fbref.com/en/players/c149016b/Wataru-Endo,c149016b,Big 5 combined
799,Arne Engels,BEL,"MF,DF",Augsburg,de Bundesliga,20-235,2003,14.7,38.0,32.1,5.65,1.22,0.20,0.61,5.24,2.04,2.38,1.29,0.88,0.00,25.5,0.20,1.50,https://fbref.com/en/players/554bcc91/Arne-Engels,554bcc91,Big 5 combined
800,Christian Eriksen,DEN,MF,Manchester Utd,eng Premier League,32-076,1992,11.4,63.3,58.9,4.04,1.84,0.35,0.70,3.42,0.26,1.93,0.96,0.53,0.18,51.1,0.35,1.05,https://fbref.com/en/players/980522ec/Christian-Eriksen,980522ec,Big 5 combined
801,Martin Erlic,CRO,DF,Sassuolo,it Serie A,26-097,1998,25.9,43.4,40.9,2.47,1.93,0.00,0.50,0.12,0.23,0.00,0.00,0.00,0.00,34.8,0.08,0.19,https://fbref.com/en/players/0fee6bda/Martin-Erlic,0fee6bda,Big 5 combined
802,Gonzalo Escalante,ARG,MF,Cádiz,es La Liga,31-034,1993,14.2,36.9,35.8,0.77,0.28,0.14,0.14,0.28,0.00,0.00,0.00,0.00,0.00,27.5,0.35,0.49,https://fbref.com/en/players/3f79a1c8/Gonzalo-Escalante,3f79a1c8,Big 5 combined
803,Aarón Escandell,ESP,GK,Las Palmas,es La Liga,28-216,1995,1.7,50.6,38.2,11.8,4.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.6,0.59,0.00,https://fbref.com/en/players/67669ce7/Aaron-Escandell,67669ce7,Big 5 combined
804,Alfonso Espino,URU,DF,Rayo Vallecano,es La Liga,32-116,1992,24.9,52.9,42.0,10.7,1.00,0.08,0.20,1.89,9.72,0.00,0.00,0.00,0.00,39.6,0.12,1.53,https://fbref.com/en/players/db001fa9/Alfonso-Espino,db001fa9,Big 5 combined
805,Bernardo Espinosa,COL,DF,Girona,es La Liga,34-294,1989,0.0,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,https://fbref.com/en/players/4242011c/Bernardo-Espinosa,4242011c,Big 5 combined
806,Maxime Estève,FRA,DF,Burnley,eng Premier League,21-340,2002,12.1,56.1,51.8,4.21,0.99,0.08,0.17,0.25,0.17,0.00,0.00,0.00,0.00,46.4,0.08,0.74,https://fbref.com/en/players/1a066e69/Maxime-Esteve,1a066e69,Big 5 combined
807,Maxime Estève,FRA,DF,Montpellier,fr Ligue 1,21-340,2002,11.1,33.2,30.6,2.61,0.99,0.09,0.18,0.18,1.26,0.00,0.00,0.00,0.00,26.0,0.00,0.45,https://fbref.com/en/players/1a066e69/Maxime-Esteve,1a066e69,Big 5 combined
808,Oscar Estupiñan,COL,FW,Metz,fr Ligue 1,27-123,1996,2.9,21.0,18.6,1.72,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,14.1,0.69,0.34,https://fbref.com/en/players/213ab9bb/Oscar-Estupinan,213ab9bb,Big 5 combined
809,Pervis Estupiñán,ECU,DF,Brighton,eng Premier League,26-100,1998,13.8,69.7,61.7,7.75,1.59,0.07,0.22,4.71,5.29,0.87,0.43,0.14,0.00,58.6,0.29,1.45,https://fbref.com/en/players/d38fdf53/Pervis-Estupinan,d38fdf53,Big 5 combined
810,Karl Etta,CMR,FW,Cádiz,es La Liga,20-120,2004,0.2,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,https://fbref.com/en/players/f0f499ea/Karl-Etta,f0f499ea,Big 5 combined
811,Jonny Evans,NIR,DF,Manchester Utd,eng Premier League,36-118,1988,12.3,51.4,48.0,3.17,1.14,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.4,0.24,0.41,https://fbref.com/en/players/f8fcd2a5/Jonny-Evans,f8fcd2a5,Big 5 combined
812,Eberechi Eze,ENG,"MF,FW",Crystal Palace,eng Premier League,25-306,1998,20.0,40.9,33.6,7.00,2.60,0.30,0.25,5.10,0.25,3.45,1.45,1.15,0.15,31.2,0.25,0.95,https://fbref.com/en/players/ae4fc6a4/Eberechi-Eze,ae4fc6a4,Big 5 combined
813,Abdessamad Ezzalzouli,MAR,"FW,MF",Barcelona,es La Liga,22-135,2001,0.8,46.3,40.0,6.25,0.00,0.00,0.00,8.75,5.00,1.25,1.25,0.00,0.00,28.8,0.00,1.25,https://fbref.com/en/players/bed68338/Abdessamad-Ezzalzouli,bed68338,Big 5 combined
814,Abdessamad Ezzalzouli,MAR,FW,Betis,es La Liga,22-135,2001,7.7,37.5,36.1,1.43,0.39,0.39,0.26,4.03,0.65,0.39,0.13,0.13,0.00,24.7,0.00,1.82,https://fbref.com/en/players/bed68338/Abdessamad-Ezzalzouli,bed68338,Big 5 combined
815,Giovanni Fabbian,ITA,"MF,FW",Bologna,it Serie A,21-107,2003,10.0,24.8,24.5,0.30,0.20,0.10,0.10,0.40,0.10,0.00,0.00,0.00,0.00,19.4,0.00,0.60,https://fbref.com/en/players/f97f9188/Giovanni-Fabbian,f97f9188,Big 5 combined
816,Łukasz Fabiański,POL,GK,West Ham,eng Premier League,39-012,1985,8.0,29.9,20.1,9.63,2.63,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.13,0.13,https://fbref.com/en/players/9328b835/Lukasz-Fabianski,9328b835,Big 5 combined
817,Nicolò Fagioli,ITA,MF,Juventus,it Serie A,23-078,2001,3.8,47.6,42.9,4.74,1.05,0.00,1.05,4.74,0.79,2.37,0.26,1.58,0.00,40.5,0.00,0.53,https://fbref.com/en/players/366be751/Nicolo-Fagioli,366be751,Big 5 combined
818,Romain Faivre,FRA,"FW,MF",Bournemouth,eng Premier League,25-291,1998,0.4,52.5,50.0,2.50,2.50,0.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,40.0,0.00,0.00,https://fbref.com/en/players/745ca0a3/Romain-Faivre,745ca0a3,Big 5 combined
819,Romain Faivre,FRA,"MF,FW",Lorient,fr Ligue 1,25-291,1998,16.1,37.3,33.9,3.35,1.18,0.12,0.12,2.36,0.25,1.55,0.68,0.19,0.00,30.7,0.06,0.56,https://fbref.com/en/players/745ca0a3/Romain-Faivre,745ca0a3,Big 5 combined
820,Radamel Falcao,COL,"FW,DF",Rayo Vallecano,es La Liga,38-080,1986,3.0,27.7,26.0,1.67,0.33,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,22.3,0.00,0.33,https://fbref.com/en/players/66116290/Radamel-Falcao,66116290,Big 5 combined
821,Wladimiro Falcone,ITA,GK,Lecce,it Serie A,29-018,1995,34.0,30.2,22.0,8.12,1.62,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,20.3,0.12,0.00,https://fbref.com/en/players/9f5a610b/Wladimiro-Falcone,9f5a610b,Big 5 combined
822,Fali,ESP,DF,Cádiz,es La Liga,30-262,1993,23.3,36.4,34.1,1.97,1.80,0.17,0.73,0.39,0.00,0.00,0.00,0.00,0.00,27.2,0.30,0.30,https://fbref.com/en/players/72a84002/Fali,72a84002,Big 5 combined
823,Davide Faraoni,ITA,DF,Hellas Verona,it Serie A,32-188,1991,6.7,45.4,35.1,9.70,0.60,0.15,0.60,2.84,8.81,0.30,0.00,0.15,0.00,34.0,0.60,0.90,https://fbref.com/en/players/aae9d04a/Davide-Faraoni,aae9d04a,Big 5 combined
824,Davide Faraoni,ITA,DF,Fiorentina,it Serie A,32-188,1991,3.3,59.1,48.2,10.9,1.21,0.30,0.00,3.94,9.70,0.00,0.00,0.00,0.00,46.1,0.00,2.12,https://fbref.com/en/players/aae9d04a/Davide-Faraoni,aae9d04a,Big 5 combined
825,Ansu Fati,ESP,"MF,FW",Brighton,eng Premier League,21-182,2002,5.6,35.7,34.5,0.71,0.36,0.18,0.18,0.36,0.00,0.00,0.00,0.00,0.00,30.4,0.54,1.61,https://fbref.com/en/players/0ba976e4/Ansu-Fati,0ba976e4,Big 5 combined
826,Ansu Fati,ESP,"MF,FW",Barcelona,es La Liga,21-182,2002,0.6,46.7,41.7,5.00,1.67,0.00,0.00,0.00,1.67,1.67,0.00,0.00,0.00,40.0,0.00,0.00,https://fbref.com/en/players/0ba976e4/Ansu-Fati,0ba976e4,Big 5 combined
827,Khalil Fayad,FRA,"FW,MF",Montpellier,fr Ligue 1,19-326,2004,9.9,26.1,25.3,0.61,0.10,0.10,0.20,1.11,0.40,0.00,0.00,0.00,0.00,20.7,0.20,0.51,https://fbref.com/en/players/faf00ab8/Khalil-Fayad,faf00ab8,Big 5 combined
828,Federico Fazio,ARG,DF,Salernitana,it Serie A,37-044,1987,12.3,41.9,38.7,2.93,2.11,0.00,0.16,0.00,0.65,0.00,0.00,0.00,0.00,32.0,0.24,0.41,https://fbref.com/en/players/4e358a2d/Federico-Fazio,4e358a2d,Big 5 combined
829,Jacopo Fazzini,ITA,MF,Empoli,it Serie A,21-045,2003,12.0,37.4,33.3,4.00,1.67,0.25,0.08,4.25,0.33,1.92,0.50,1.00,0.08,26.3,0.17,1.33,https://fbref.com/en/players/06b08c45/Jacopo-Fazzini,06b08c45,Big 5 combined
830,Nabil Fekir,FRA,"MF,FW",Betis,es La Liga,30-287,1993,9.0,49.8,43.4,6.11,2.56,0.00,0.22,4.67,0.22,2.67,1.11,1.33,0.00,39.3,0.22,1.44,https://fbref.com/en/players/bece776f/Nabil-Fekir,bece776f,Big 5 combined
831,Felipe,BRA,DF,Nott'ham Forest,eng Premier League,34-350,1989,4.2,51.2,49.0,1.90,1.67,0.00,0.24,0.00,0.24,0.00,0.00,0.00,0.00,43.6,0.24,0.24,https://fbref.com/en/players/51a3c4c8/Felipe,51a3c4c8,Big 5 combined
832,Luiz Felipe,ITA,DF,Betis,es La Liga,27-039,1997,4.0,42.3,40.8,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.8,0.50,0.00,https://fbref.com/en/players/15d0c248/Luiz-Felipe,15d0c248,Big 5 combined
833,João Félix,POR,FW,Barcelona,es La Liga,24-172,1999,15.9,38.2,36.4,1.38,0.25,0.50,0.44,1.01,0.69,0.44,0.25,0.00,0.00,31.0,0.44,0.69,https://fbref.com/en/players/8aafd64f/Joao-Felix,8aafd64f,Big 5 combined
834,Ohis Felix Uduokhai,GER,DF,Augsburg,de Bundesliga,26-234,1997,29.5,52.8,49.7,2.95,1.39,0.00,0.34,0.10,0.14,0.00,0.00,0.00,0.00,42.9,0.17,0.20,https://fbref.com/en/players/677da306/Ohis-Felix-Uduokhai,677da306,Big 5 combined
