Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Player Link_,Player ID_,Competition
94,Amath,SEN,"FW,MF",Mallorca,es La Liga,27-289,1996,4.4,25.7,25.0,0.45,0.23,0.45,0.00,1.59,0.23,0.00,0.00,0.00,0.00,17.3,0.23,0.91,https://fbref.com/en/players/f3b1d9a2/Amath,f3b1d9a2,Big 5 combined
95,Lorenzo Amatucci,ITA,MF,Fiorentina,it Serie A,20-085,2004,0.2,125.0,125.0,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,110.0,0.00,10.0,https://fbref.com/en/players/13b9e2fb/Lorenzo-Amatucci,13b9e2fb,Big 5 combined
96,Zeki Amdouni,SUI,FW,Burnley,eng Premier League,23-148,2000,20.8,22.8,20.3,2.31,0.10,0.34,0.05,0.38,0.00,0.14,0.00,0.00,0.00,18.0,0.19,0.91,https://fbref.com/en/players/2ee5b0c9/Zeki-Amdouni,2ee5b0c9,Big 5 combined
97,Kelvin Amian,FRA,DF,Nantes,fr Ligue 1,26-082,1998,7.6,40.7,30.9,9.74,0.79,0.13,0.00,1.45,8.95,0.00,0.00,0.00,0.00,31.8,0.00,1.58,https://fbref.com/en/players/bcc81786/Kelvin-Amian,bcc81786,Big 5 combined
98,Bruno Amione,ARG,DF,Hellas Verona,it Serie A,22-118,2002,6.4,42.7,41.7,0.94,0.63,0.00,0.16,0.16,0.31,0.00,0.00,0.00,0.00,33.9,0.00,0.47,https://fbref.com/en/players/2df7cc43/Bruno-Amione,2df7cc43,Big 5 combined
99,Michael Amir Murillo,PAN,DF,Marseille,fr Ligue 1,28-079,1996,8.9,49.9,43.5,6.40,1.01,0.00,0.11,1.01,5.39,0.00,0.00,0.00,0.00,40.9,0.00,0.79,https://fbref.com/en/players/349cae8f/Michael-Amir-Murillo,349cae8f,Big 5 combined
100,Nadiem Amiri,GER,MF,Mainz 05,de Bundesliga,27-186,1996,12.6,58.1,45.0,12.9,5.56,0.08,0.24,9.21,0.63,6.43,2.38,3.25,0.00,41.3,0.16,0.87,https://fbref.com/en/players/555d5edd/Nadiem-Amiri,555d5edd,Big 5 combined
101,Nadiem Amiri,GER,MF,Leverkusen,de Bundesliga,27-186,1996,1.0,100.0,98.0,2.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,92.0,0.00,2.00,https://fbref.com/en/players/555d5edd/Nadiem-Amiri,555d5edd,Big 5 combined
102,Kofi Amoako,GER,MF,Wolfsburg,de Bundesliga,18-360,2005,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/b8e17ca3/Kofi-Amoako,b8e17ca3,Big 5 combined
103,Sofyan Amrabat,MAR,"MF,DF",Manchester Utd,eng Premier League,27-253,1996,7.4,64.1,61.5,2.43,0.95,0.00,0.81,0.68,1.49,0.00,0.00,0.00,0.00,55.1,0.14,0.95,https://fbref.com/en/players/5a2cb25d/Sofyan-Amrabat,5a2cb25d,Big 5 combined
104,Joachim Andersen,DEN,DF,Crystal Palace,eng Premier League,27-335,1996,35.0,57.2,53.6,3.26,2.94,0.20,0.89,0.86,0.23,0.00,0.00,0.00,0.00,44.8,0.40,0.60,https://fbref.com/en/players/e34fc66d/Joachim-Andersen,e34fc66d,Big 5 combined
105,Elliot Anderson,SCO,"MF,FW",Newcastle Utd,eng Premier League,21-176,2002,9.2,39.2,36.7,2.50,0.22,0.33,0.11,1.20,2.28,0.00,0.00,0.00,0.00,31.3,0.00,0.87,https://fbref.com/en/players/de31038e/Elliot-Anderson,de31038e,Big 5 combined
106,Felipe Anderson,BRA,"FW,MF",Lazio,it Serie A,31-015,1993,28.5,43.5,42.4,0.91,0.14,0.14,0.21,1.86,0.60,0.18,0.04,0.11,0.00,33.0,0.25,1.93,https://fbref.com/en/players/9f1893b9/Felipe-Anderson,9f1893b9,Big 5 combined
107,Benjamin André,FRA,MF,Lille,fr Ligue 1,33-271,1990,26.6,67.0,64.6,2.18,2.14,0.19,0.71,0.64,0.04,0.00,0.00,0.00,0.00,55.4,0.23,1.28,https://fbref.com/en/players/ef9c1c95/Benjamin-Andre,ef9c1c95,Big 5 combined
108,Komnen Andrić,SRB,FW,Clermont Foot,fr Ligue 1,28-304,1995,1.8,27.8,25.6,2.22,0.00,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.00,20.6,0.00,0.00,https://fbref.com/en/players/af3ddb2e/Komnen-Andric,af3ddb2e,Big 5 combined
109,Robert Andrich,GER,"MF,DF",Leverkusen,de Bundesliga,29-221,1994,15.9,79.9,77.8,1.95,1.82,0.31,0.19,0.75,0.13,0.00,0.00,0.00,0.00,71.7,0.13,0.50,https://fbref.com/en/players/e0b113a7/Robert-Andrich,e0b113a7,Big 5 combined
110,Miguel Ángel Rubio,ESP,DF,Granada,es La Liga,26-050,1998,13.3,44.8,43.1,1.65,1.35,0.00,0.30,0.00,0.08,0.00,0.00,0.00,0.00,35.0,0.08,0.75,https://fbref.com/en/players/56cafd0a/Miguel-Angel-Rubio,56cafd0a,Big 5 combined
111,Angeliño,ESP,DF,Roma,it Serie A,27-117,1997,8.8,56.7,48.6,7.73,0.80,0.00,0.45,3.18,6.82,0.11,0.00,0.00,0.00,42.0,0.34,1.02,https://fbref.com/en/players/30941e96/Angelino,30941e96,Big 5 combined
112,Fabrizio Angileri,ARG,"DF,MF",Getafe,es La Liga,30-046,1994,1.1,60.9,55.5,5.45,0.91,0.00,0.91,4.55,4.55,0.00,0.00,0.00,0.00,37.3,0.00,2.73,https://fbref.com/en/players/fdd26d71/Fabrizio-Angileri,fdd26d71,Big 5 combined
113,Jaidon Anthony,ENG,FW,Bournemouth,eng Premier League,24-151,1999,1.7,26.5,24.7,1.76,1.18,0.00,0.00,1.18,0.00,0.59,0.00,0.00,0.00,17.6,0.00,1.76,https://fbref.com/en/players/e4238fb1/Jaidon-Anthony,e4238fb1,Big 5 combined
114,Waldemar Anton,GER,DF,Stuttgart,de Bundesliga,27-285,1996,29.1,80.4,76.7,3.51,1.58,0.21,0.31,0.48,1.00,0.00,0.00,0.00,0.00,70.8,0.14,0.55,https://fbref.com/en/players/5e66fa06/Waldemar-Anton,5e66fa06,Big 5 combined
115,Michail Antonio,JAM,FW,West Ham,eng Premier League,34-033,1990,16.4,17.3,16.5,0.67,0.06,0.18,0.24,1.52,0.49,0.00,0.00,0.00,0.00,10.0,0.12,1.28,https://fbref.com/en/players/ac05f970/Michail-Antonio,ac05f970,Big 5 combined
116,Antony,BRA,FW,Manchester Utd,eng Premier League,24-066,2000,13.8,40.7,39.2,1.23,0.43,0.14,0.07,1.16,0.80,0.00,0.00,0.00,0.00,32.0,0.22,1.67,https://fbref.com/en/players/99127249/Antony,99127249,Big 5 combined
117,Christopher Antwi-Adjei,GHA,"FW,MF",Bochum,de Bundesliga,30-083,1994,13.1,32.6,24.6,7.79,0.08,0.08,0.08,3.97,7.63,0.00,0.00,0.00,0.00,19.6,0.23,1.60,https://fbref.com/en/players/0a3f6cde/Christopher-Antwi-Adjei,0a3f6cde,Big 5 combined
118,Houssem Aouar,ALG,"MF,FW",Roma,it Serie A,25-305,1998,7.6,43.3,41.3,1.97,0.53,0.00,0.00,1.32,0.39,1.05,0.66,0.26,0.00,36.1,0.00,1.05,https://fbref.com/en/players/a5db0bec/Houssem-Aouar,a5db0bec,Big 5 combined
119,Stredair Appuah,FRA,"FW,MF",Nantes,fr Ligue 1,19-308,2004,0.9,25.6,25.6,0.00,0.00,0.00,0.00,2.22,0.00,0.00,0.00,0.00,0.00,15.6,0.00,2.22,https://fbref.com/en/players/42f0113f/Stredair-Appuah,42f0113f,Big 5 combined
120,Mauro Arambarri,URU,MF,Getafe,es La Liga,28-213,1995,3.8,37.4,36.3,1.05,0.53,0.00,0.53,1.58,0.26,0.26,0.26,0.00,0.00,30.0,0.00,0.53,https://fbref.com/en/players/58afe001/Mauro-Arambarri,58afe001,Big 5 combined
121,Jon Aramburu,VEN,DF,Real Sociedad,es La Liga,21-282,2002,4.8,55.2,43.5,11.0,1.25,0.00,0.00,1.25,9.79,0.00,0.00,0.00,0.00,43.8,0.63,1.46,https://fbref.com/en/players/dc7a172e/Jon-Aramburu,dc7a172e,Big 5 combined
122,Julian Araujo,MEX,DF,Las Palmas,es La Liga,22-261,2001,14.4,50.5,42.4,7.99,1.11,0.00,0.14,1.53,6.88,0.00,0.00,0.00,0.00,41.5,0.07,0.90,https://fbref.com/en/players/8f4541c2/Julian-Araujo,8f4541c2,Big 5 combined
123,Ronald Araújo,URU,DF,Barcelona,es La Liga,25-054,1999,19.9,72.0,67.1,4.52,2.11,0.10,0.70,0.40,1.86,0.00,0.00,0.00,0.00,63.6,0.40,0.30,https://fbref.com/en/players/2bef2bca/Ronald-Araujo,2bef2bca,Big 5 combined
124,Oliver Arblaster,ENG,MF,Sheffield Utd,eng Premier League,19-361,2004,8.1,39.5,36.2,3.21,1.36,0.00,0.25,0.86,0.00,0.62,0.37,0.00,0.00,31.5,0.12,0.74,https://fbref.com/en/players/afe1a491/Oliver-Arblaster,afe1a491,Big 5 combined
125,Cameron Archer,ENG,"FW,MF",Sheffield Utd,eng Premier League,22-284,2001,18.0,17.1,15.9,1.11,0.00,0.11,0.06,0.22,0.00,0.00,0.00,0.00,0.00,13.8,0.00,0.83,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,Big 5 combined
126,Cameron Archer,ENG,MF,Aston Villa,eng Premier League,22-284,2001,0.1,60.0,60.0,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.0,0.00,0.00,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,Big 5 combined
127,Alphonse Areola,FRA,GK,West Ham,eng Premier League,31-063,1993,27.0,29.3,18.4,10.6,3.07,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,18.7,0.19,0.00,https://fbref.com/en/players/2f965a72/Alphonse-Areola,2f965a72,Big 5 combined
128,Adu Ares,ESP,FW,Athletic Club,es La Liga,22-201,2001,2.1,33.3,32.9,0.48,0.00,0.00,0.48,4.29,0.00,0.48,0.48,0.00,0.00,24.3,0.00,1.90,https://fbref.com/en/players/a461f098/Adu-Ares,a461f098,Big 5 combined
129,Jesús Areso,ESP,DF,Osasuna,es La Liga,24-303,1999,25.6,47.3,35.6,11.7,0.74,0.04,0.20,3.67,10.9,0.00,0.00,0.00,0.00,35.2,0.08,1.64,https://fbref.com/en/players/94e01ec6/Jesus-Areso,94e01ec6,Big 5 combined
130,Matias Arezo,URU,FW,Granada,es La Liga,21-161,2002,3.1,19.7,17.4,2.26,0.00,0.32,0.00,0.97,0.32,0.00,0.00,0.00,0.00,11.9,0.00,0.00,https://fbref.com/en/players/484ebdb0/Matias-Arezo,484ebdb0,Big 5 combined
131,Iñigo Arguibide,ESP,DF,Osasuna,es La Liga,19-011,2005,0.2,20.0,15.0,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,https://fbref.com/en/players/d80d7f17/Inigo-Arguibide,d80d7f17,Big 5 combined
132,Yoël Armougom,FRA,"DF,MF",Clermont Foot,fr Ligue 1,25-330,1998,2.6,50.4,43.8,6.54,0.38,0.00,0.00,5.38,6.15,0.00,0.00,0.00,0.00,37.3,0.00,1.15,https://fbref.com/en/players/9dd5da03/Yoel-Armougom,9dd5da03,Big 5 combined
133,José Arnaiz,ESP,"FW,MF",Osasuna,es La Liga,29-015,1995,9.0,31.2,25.4,5.78,1.56,0.00,0.22,4.89,0.33,2.67,1.33,0.89,0.00,22.8,0.00,0.89,https://fbref.com/en/players/46e07328/Jose-Arnaiz,46e07328,Big 5 combined
134,Hákon Arnar Haraldsson,ISL,"FW,MF",Lille,fr Ligue 1,21-020,2003,11.6,39.6,37.9,1.38,0.34,0.26,0.26,0.60,0.26,0.09,0.09,0.00,0.00,32.2,0.26,1.03,https://fbref.com/en/players/e2ae54db/Hakon-Arnar-Haraldsson,e2ae54db,Big 5 combined
135,Marko Arnautović,AUT,FW,Inter,it Serie A,35-011,1989,7.2,29.7,29.0,0.56,0.00,0.28,0.00,0.97,0.00,0.00,0.00,0.00,0.00,22.9,0.14,0.83,https://fbref.com/en/players/00459419/Marko-Arnautovic,00459419,Big 5 combined
136,Maximilian Arnold,GER,MF,Wolfsburg,de Bundesliga,29-339,1994,24.8,56.7,50.0,6.37,3.10,0.16,0.60,4.27,0.04,2.26,1.49,0.52,0.08,45.6,0.28,0.65,https://fbref.com/en/players/86e119e0/Maximilian-Arnold,86e119e0,Big 5 combined
137,Mohamed El Arouch,FRA,FW,Lyon,fr Ligue 1,20-024,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,https://fbref.com/en/players/508a9011/Mohamed-El-Arouch,508a9011,Big 5 combined
138,Sergio Arribas,ESP,"MF,FW",Almería,es La Liga,22-213,2001,20.4,31.8,27.8,3.77,1.42,0.15,0.20,2.65,0.34,1.27,0.64,0.34,0.00,24.6,0.15,0.88,https://fbref.com/en/players/1e465e70/Sergio-Arribas,1e465e70,Big 5 combined
139,Kepa Arrizabalaga,ESP,GK,Real Madrid,es La Liga,29-210,1994,13.0,34.8,28.7,6.08,0.85,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,29.4,0.00,0.08,https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga,28d596a0,Big 5 combined
140,Arthur,BRA,DF,Leverkusen,de Bundesliga,21-044,2003,0.4,55.0,52.5,2.50,0.00,0.00,0.00,2.50,2.50,0.00,0.00,0.00,0.00,50.0,0.00,2.50,https://fbref.com/en/players/8a958856/Arthur,8a958856,Big 5 combined
141,Takuma Asano,JPN,"FW,MF",Bochum,de Bundesliga,29-172,1994,21.6,17.7,17.0,0.56,0.05,0.05,0.00,1.57,0.09,0.05,0.00,0.00,0.00,11.8,0.09,1.11,https://fbref.com/en/players/13ddc856/Takuma-Asano,13ddc856,Big 5 combined
142,Marco Asensio,ESP,"MF,FW",Paris S-G,fr Ligue 1,28-100,1996,10.3,51.2,46.7,4.17,0.78,0.58,0.58,3.98,0.39,2.52,1.07,0.68,0.00,42.1,0.29,0.87,https://fbref.com/en/players/45af8a54/Marco-Asensio,45af8a54,Big 5 combined
143,Kristjan Asllani,ALB,MF,Inter,it Serie A,22-052,2002,6.7,82.7,74.8,7.61,2.99,0.15,0.30,4.78,0.15,4.48,1.79,1.19,0.00,72.5,0.30,0.60,https://fbref.com/en/players/0fdcef0e/Kristjan-Asllani,0fdcef0e,Big 5 combined
144,Joel Asoro,SWE,"FW,MF",Metz,fr Ligue 1,25-003,1999,9.4,15.6,14.5,1.06,0.43,0.00,0.00,2.02,0.11,0.21,0.21,0.00,0.00,10.0,0.11,1.06,https://fbref.com/en/players/13e827f8/Joel-Asoro,13e827f8,Big 5 combined
145,Iago Aspas,ESP,FW,Celta Vigo,es La Liga,36-273,1987,25.8,42.4,35.2,7.13,1.94,0.62,0.47,5.58,0.27,3.57,1.47,1.36,0.00,30.7,0.08,0.89,https://fbref.com/en/players/7dcf86f6/Iago-Aspas,7dcf86f6,Big 5 combined
146,Lorenz Assignon,TOG,DF,Burnley,eng Premier League,23-313,2000,11.2,34.5,26.8,7.41,0.18,0.00,0.00,2.23,7.23,0.00,0.00,0.00,0.00,24.6,0.27,1.34,https://fbref.com/en/players/b026bbf6/Lorenz-Assignon,b026bbf6,Big 5 combined
147,Lorenz Assignon,TOG,DF,Rennes,fr Ligue 1,23-313,2000,11.2,53.6,43.8,9.73,1.16,0.00,0.09,1.96,8.57,0.00,0.00,0.00,0.00,46.1,0.00,1.07,https://fbref.com/en/players/b026bbf6/Lorenz-Assignon,b026bbf6,Big 5 combined
148,Youcef Atal,ALG,DF,Nice,fr Ligue 1,27-349,1996,4.0,59.5,53.8,5.50,1.50,0.50,0.00,1.50,4.00,0.00,0.00,0.00,0.00,53.5,0.25,0.25,https://fbref.com/en/players/6a827d8e/Youcef-Atal,6a827d8e,Big 5 combined
149,Valentin Atangana Edoa,FRA,MF,Reims,fr Ligue 1,18-249,2005,6.2,28.9,27.6,1.13,0.16,0.00,0.00,0.81,0.97,0.00,0.00,0.00,0.00,25.0,0.16,0.48,https://fbref.com/en/players/6b5edd5d/Valentin-Atangana-Edoa,6b5edd5d,Big 5 combined
150,Arthur Atta,FRA,"MF,FW",Metz,fr Ligue 1,21-107,2003,9.3,39.5,37.2,1.94,0.97,0.11,0.43,0.86,0.65,0.11,0.11,0.00,0.00,29.9,0.32,1.08,https://fbref.com/en/players/d3ddf88b/Arthur-Atta,d3ddf88b,Big 5 combined
151,Noah Atubolu,GER,GK,Freiburg,de Bundesliga,21-341,2002,31.0,40.7,31.1,9.55,2.58,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,28.7,0.10,0.03,https://fbref.com/en/players/dbd1b101/Noah-Atubolu,dbd1b101,Big 5 combined
152,Pierre-Emerick Aubameyang,GAB,FW,Marseille,fr Ligue 1,34-317,1989,26.1,23.0,21.2,1.61,0.04,0.11,0.00,1.42,0.15,0.00,0.00,0.00,0.00,15.6,0.19,1.00,https://fbref.com/en/players/d5dd5f1f/Pierre-Emerick-Aubameyang,d5dd5f1f,Big 5 combined
153,Emil Audero,ITA,GK,Inter,it Serie A,27-103,1997,2.0,57.5,50.0,6.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.0,1.00,0.50,https://fbref.com/en/players/649b01d8/Emil-Audero,649b01d8,Big 5 combined
154,Tommaso Augello,ITA,DF,Cagliari,it Serie A,29-244,1994,23.1,50.3,38.3,11.9,1.60,0.00,0.09,5.54,9.00,1.26,0.30,0.87,0.00,34.7,0.17,1.65,https://fbref.com/en/players/3cd3b384/Tommaso-Augello,3cd3b384,Big 5 combined
155,Carlos Augusto,BRA,DF,Inter,it Serie A,25-114,1999,15.9,55.0,48.4,6.16,0.57,0.00,0.06,2.39,5.22,0.00,0.00,0.00,0.00,45.3,0.44,1.45,https://fbref.com/en/players/8d3cd59d/Carlos-Augusto,8d3cd59d,Big 5 combined
156,Yann Aurel Bisseck,GER,DF,Inter,it Serie A,23-153,2000,8.0,65.6,62.9,2.75,1.88,0.13,0.25,0.38,0.88,0.00,0.00,0.00,0.00,61.0,0.00,0.75,https://fbref.com/en/players/3963c25b/Yann-Aurel-Bisseck,3963c25b,Big 5 combined
157,Serge Aurier,CIV,"DF,MF",Nott'ham Forest,eng Premier League,31-128,1992,9.3,48.2,43.8,4.41,0.65,0.11,0.00,2.37,3.76,0.00,0.00,0.00,0.00,37.4,0.00,0.86,https://fbref.com/en/players/5c2b4f07/Serge-Aurier,5c2b4f07,Big 5 combined
158,Ezequiel Ávila,ARG,"FW,MF",Osasuna,es La Liga,30-084,1994,9.6,38.6,32.5,5.83,1.35,0.42,0.63,8.23,1.04,3.33,1.77,1.25,0.00,24.2,0.31,0.94,https://fbref.com/en/players/253a06b9/Ezequiel-Avila,253a06b9,Big 5 combined
159,Ezequiel Ávila,ARG,FW,Betis,es La Liga,30-084,1994,3.3,27.6,27.0,0.61,0.30,0.00,0.91,3.64,0.30,0.00,0.00,0.00,0.00,16.7,0.00,1.82,https://fbref.com/en/players/253a06b9/Ezequiel-Avila,253a06b9,Big 5 combined
160,Taiwo Awoniyi,NGA,FW,Nott'ham Forest,eng Premier League,26-262,1997,11.4,14.9,14.4,0.35,0.00,0.18,0.09,0.09,0.00,0.00,0.00,0.00,0.00,10.7,0.18,0.26,https://fbref.com/en/players/e5478b87/Taiwo-Awoniyi,e5478b87,Big 5 combined
161,André Ayew,GHA,FW,Le Havre,fr Ligue 1,34-135,1989,9.3,22.7,20.9,1.51,0.00,0.00,0.00,0.32,0.11,0.00,0.00,0.00,0.00,16.9,0.32,0.75,https://fbref.com/en/players/5dbefa9d/Andre-Ayew,5dbefa9d,Big 5 combined
162,Jordan Ayew,GHA,"FW,MF",Crystal Palace,eng Premier League,32-232,1991,28.2,32.3,30.8,1.42,0.28,0.14,0.18,3.37,0.35,0.71,0.14,0.28,0.00,23.8,0.07,1.52,https://fbref.com/en/players/da052c14/Jordan-Ayew,da052c14,Big 5 combined
163,Neil El Aynaoui,FRA,MF,Lens,fr Ligue 1,22-303,2001,17.4,38.5,37.9,0.52,0.46,0.11,0.00,0.40,0.06,0.00,0.00,0.00,0.00,33.1,0.06,0.34,https://fbref.com/en/players/17e1261b/Neil-El-Aynaoui,17e1261b,Big 5 combined
164,Sardar Azmoun,IRN,"FW,MF",Roma,it Serie A,29-120,1995,6.0,24.2,23.5,0.67,0.17,0.17,0.17,0.33,0.17,0.00,0.00,0.00,0.00,16.7,0.00,1.33,https://fbref.com/en/players/10549b49/Sardar-Azmoun,10549b49,Big 5 combined
165,César Azpilicueta,ESP,DF,Atlético Madrid,es La Liga,34-246,1989,11.7,67.5,59.1,8.03,1.20,0.00,0.09,0.85,6.84,0.00,0.00,0.00,0.00,57.4,0.34,0.60,https://fbref.com/en/players/53cad200/Cesar-Azpilicueta,53cad200,Big 5 combined
166,Paulo Azzi,BRA,"DF,MF",Cagliari,it Serie A,29-290,1994,10.0,47.0,38.1,8.70,0.60,0.00,0.10,4.60,8.00,0.10,0.00,0.00,0.00,30.9,0.20,1.20,https://fbref.com/en/players/967ac202/Paulo-Azzi,967ac202,Big 5 combined
167,Oussama El Azzouzi,MAR,MF,Bologna,it Serie A,22-337,2001,4.7,65.1,63.6,1.49,1.28,0.00,0.00,0.43,0.00,0.21,0.21,0.00,0.00,58.5,0.00,0.21,https://fbref.com/en/players/85f476cc/Oussama-El-Azzouzi,85f476cc,Big 5 combined
168,Abdellah Baallal,MAR,MF,Clermont Foot,fr Ligue 1,19-175,2004,0.0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,https://fbref.com/en/players/972183e0/Abdellah-Baallal,972183e0,Big 5 combined
169,Iddrisu Baba,GHA,MF,Almería,es La Liga,28-099,1996,15.8,41.3,40.1,0.95,0.95,0.13,0.13,0.25,0.00,0.00,0.00,0.00,0.00,34.3,0.19,0.63,https://fbref.com/en/players/bfd381b3/Iddrisu-Baba,bfd381b3,Big 5 combined
170,Srđan Babić,SRB,DF,Almería,es La Liga,28-008,1996,1.0,62.0,60.0,2.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,58.0,0.00,0.00,https://fbref.com/en/players/075fe5a3/Srdjan-Babic,075fe5a3,Big 5 combined
171,Shavy Babicka,GAB,"FW,MF",Toulouse,fr Ligue 1,23-334,2000,3.8,27.9,26.6,0.79,0.00,0.00,0.00,2.63,0.79,0.00,0.00,0.00,0.00,16.6,0.53,2.63,https://fbref.com/en/players/c6f0d5d4/Shavy-Babicka,c6f0d5d4,Big 5 combined
172,Aliou Badara Baldé,SEN,"FW,DF",Nice,fr Ligue 1,21-140,2002,0.7,32.9,31.4,1.43,0.00,0.00,0.00,2.86,0.00,1.43,0.00,0.00,0.00,17.1,0.00,2.86,https://fbref.com/en/players/7362a6f2/Aliou-Badara-Balde,7362a6f2,Big 5 combined
173,Loïc Bade,FRA,DF,Sevilla,es La Liga,24-019,2000,21.4,51.9,50.5,1.17,1.07,0.05,0.70,0.09,0.09,0.00,0.00,0.00,0.00,42.7,0.19,0.42,https://fbref.com/en/players/114bbdee/Loic-Bade,114bbdee,Big 5 combined
174,Milan Badelj,CRO,MF,Genoa,it Serie A,35-065,1989,24.7,48.8,46.5,2.11,1.34,0.16,0.45,0.57,0.32,0.00,0.00,0.00,0.00,39.2,0.16,0.77,https://fbref.com/en/players/e8c930bb/Milan-Badelj,e8c930bb,Big 5 combined
175,Matthias Bader,GER,"DF,MF",Darmstadt 98,de Bundesliga,26-318,1997,19.0,46.1,37.8,8.05,0.21,0.05,0.42,1.63,7.84,0.00,0.00,0.00,0.00,34.9,0.26,1.42,https://fbref.com/en/players/3489184e/Matthias-Bader,3489184e,Big 5 combined
176,Benoît Badiashile,FRA,DF,Chelsea,eng Premier League,23-035,2001,10.2,85.3,82.5,2.75,2.06,0.10,0.10,0.10,0.59,0.00,0.00,0.00,0.00,77.7,0.00,0.39,https://fbref.com/en/players/06df8256/Benoit-Badiashile,06df8256,Big 5 combined
177,Alex Baena,ESP,"MF,FW",Villarreal,es La Liga,22-285,2001,25.0,43.0,37.0,5.44,1.36,1.00,0.52,6.04,0.52,3.40,1.60,1.28,0.00,30.5,0.52,1.00,https://fbref.com/en/players/518f2234/Alex-Baena,518f2234,Big 5 combined
178,Jaime Báez,URU,"FW,MF",Frosinone,it Serie A,29-005,1995,5.5,36.4,32.9,3.45,0.55,0.00,0.18,4.36,0.36,2.55,0.36,1.82,0.00,25.5,0.00,1.27,https://fbref.com/en/players/dfd24c07/Jaime-Baez,dfd24c07,Big 5 combined
179,Leon Bailey,JAM,"MF,FW",Aston Villa,eng Premier League,26-265,1997,21.0,35.4,33.4,1.86,0.10,0.43,0.33,3.43,0.43,1.33,0.90,0.00,0.00,25.8,0.14,1.81,https://fbref.com/en/players/3a233281/Leon-Bailey,3a233281,Big 5 combined
180,Eric Bailly,CIV,DF,Villarreal,es La Liga,30-018,1994,6.3,39.2,37.1,1.90,1.43,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,34.0,0.16,0.32,https://fbref.com/en/players/a1232f4e/Eric-Bailly,a1232f4e,Big 5 combined
181,Nedim Bajrami,ALB,"MF,FW",Sassuolo,it Serie A,25-062,1999,14.3,31.5,26.0,5.38,1.26,0.14,0.07,5.10,0.63,3.01,1.12,1.54,0.00,22.7,0.07,0.84,https://fbref.com/en/players/f42d6c13/Nedim-Bajrami,f42d6c13,Big 5 combined
182,Cédric Bakambu,COD,FW,Betis,es La Liga,33-019,1991,2.2,17.7,15.9,1.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.8,0.00,0.91,https://fbref.com/en/players/0af4dcf0/Cedric-Bakambu,0af4dcf0,Big 5 combined
183,Tiemoué Bakayoko,FRA,MF,Lorient,fr Ligue 1,29-257,1994,13.1,43.7,42.4,1.22,1.15,0.08,0.23,0.00,0.08,0.00,0.00,0.00,0.00,37.6,0.08,0.84,https://fbref.com/en/players/59bf127b/Tiemoue-Bakayoko,59bf127b,Big 5 combined
184,Mitchel Bakker,NED,DF,Atalanta,it Serie A,23-315,2000,4.1,48.0,38.0,9.51,0.49,0.00,0.00,3.17,8.29,0.73,0.00,0.73,0.00,37.8,0.49,1.46,https://fbref.com/en/players/a8567629/Mitchel-Bakker,a8567629,Big 5 combined
185,Ridle Baku,GER,"DF,MF",Wolfsburg,de Bundesliga,26-022,1998,20.0,48.3,41.0,7.20,0.80,0.25,0.15,2.50,6.00,0.40,0.35,0.00,0.00,36.5,0.10,0.85,https://fbref.com/en/players/442b56fa/Ridle-Baku,442b56fa,Big 5 combined
186,Dilane Bakwa,FRA,"FW,MF",Strasbourg,fr Ligue 1,21-248,2002,22.3,34.3,28.0,6.14,2.06,0.36,0.13,6.32,1.03,3.05,1.84,0.94,0.04,23.0,0.13,1.21,https://fbref.com/en/players/2b5a35e5/Dilane-Bakwa,2b5a35e5,Big 5 combined
187,Tommaso Baldanzi,ITA,"MF,FW",Empoli,it Serie A,21-038,2003,8.3,31.0,26.9,3.49,0.72,0.00,0.00,1.93,1.08,1.20,0.48,0.36,0.00,24.2,0.60,0.96,https://fbref.com/en/players/102e2599/Tommaso-Baldanzi,102e2599,Big 5 combined
