Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Player Link_,Player ID_,Competition
2169,Diego Rico,ESP,DF,Getafe,es La Liga,31-067,1993,25.2,2.22,2.22,1.75,0.36,0.00,0.00,0.08,0.04,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/d9ba39fc/Diego-Rico,d9ba39fc,Big 5 combined
2170,Clemens Riedel,GER,DF,Darmstadt 98,de Bundesliga,20-286,2003,8.4,2.38,2.38,1.55,0.12,0.24,0.36,0.00,0.12,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/77cfae67/Clemens-Riedel,77cfae67,Big 5 combined
2171,Fabian Rieder,SUI,MF,Rennes,fr Ligue 1,22-074,2002,3.6,2.78,2.80,2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c2bd8585/Fabian-Rieder,c2bd8585,Big 5 combined
2172,Jaïro Riedewald,NED,"MF,FW",Crystal Palace,eng Premier League,27-234,1996,2.3,0.43,0.43,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7a1f2c08/Jairo-Riedewald,7a1f2c08,Big 5 combined
2173,Manuel Riemann,GER,GK,Bochum,de Bundesliga,35-234,1988,30.0,0.93,0.93,0.67,0.27,0.00,0.00,0.00,0.00,0.10,0.10,0.07,0.03,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9f941969/Manuel-Riemann,9f941969,Big 5 combined
2174,Luis Rioja,ESP,"FW,MF",Alavés,es La Liga,30-197,1993,26.4,2.95,2.96,2.08,0.53,0.19,0.08,0.08,0.00,0.27,0.27,0.23,0.04,0.00,0.00,0.00,0.00,https://fbref.com/en/players/eb3dd471/Luis-Rioja,eb3dd471,Big 5 combined
2175,Rémy Riou,FRA,GK,Lyon,fr Ligue 1,36-268,1987,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7f41ee30/Remy-Riou,7f41ee30,Big 5 combined
2176,Rodrigo Riquelme,ESP,"DF,MF",Atlético Madrid,es La Liga,24-028,2000,14.1,3.76,3.75,2.98,0.21,0.35,0.14,0.07,0.00,0.71,0.71,0.35,0.14,0.14,0.00,0.07,0.00,https://fbref.com/en/players/65154df0/Rodrigo-Riquelme,65154df0,Big 5 combined
2177,Alberto Risco,ESP,MF,Getafe,es La Liga,18-244,2005,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/36286814/Alberto-Risco,36286814,Big 5 combined
2178,Mihailo Ristić,SRB,"DF,MF",Celta Vigo,es La Liga,28-182,1995,8.5,2.35,2.36,1.29,0.47,0.24,0.00,0.24,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ea0aa7e0/Mihailo-Ristic,ea0aa7e0,Big 5 combined
2179,Matt Ritchie,SCO,"FW,MF",Newcastle Utd,eng Premier League,34-233,1989,1.4,1.43,1.48,1.43,0.00,0.00,0.00,0.00,0.00,0.71,0.74,0.71,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/71ef519e/Matt-Ritchie,71ef519e,Big 5 combined
2180,Gorka Rivera Alonso,ESP,DF,Getafe,es La Liga,19-273,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,https://fbref.com/en/players/f1124008/Gorka-Rivera-Alonso,f1124008,Big 5 combined
2181,Sergi Roberto,ESP,"MF,DF",Barcelona,es La Liga,32-083,1992,6.7,2.39,2.39,1.94,0.00,0.15,0.15,0.00,0.15,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/335fa267/Sergi-Roberto,335fa267,Big 5 combined
2182,Lucas Robertone,ARG,MF,Almería,es La Liga,27-043,1997,23.2,2.76,2.77,2.07,0.22,0.09,0.22,0.04,0.13,0.22,0.22,0.22,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a8981944/Lucas-Robertone,a8981944,Big 5 combined
2183,Connor Roberts,WAL,DF,Burnley,eng Premier League,28-220,1995,9.1,1.98,1.97,1.43,0.55,0.00,0.00,0.00,0.00,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/24fae784/Connor-Roberts,24fae784,Big 5 combined
2184,Andrew Robertson,SCO,DF,Liverpool,eng Premier League,30-050,1994,17.1,4.56,4.56,2.63,1.87,0.00,0.00,0.06,0.00,0.29,0.29,0.18,0.12,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2e4f5f03/Andrew-Robertson,2e4f5f03,Big 5 combined
2185,Antonee Robinson,USA,DF,Fulham,eng Premier League,26-266,1997,33.4,2.01,2.01,1.83,0.06,0.06,0.00,0.03,0.03,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/289601e6/Antonee-Robinson,289601e6,Big 5 combined
2186,Jack Robinson,ENG,DF,Sheffield Utd,eng Premier League,30-242,1993,29.1,0.72,0.72,0.34,0.24,0.00,0.10,0.00,0.03,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7399c7a8/Jack-Robinson,7399c7a8,Big 5 combined
2187,Marc Roca,ESP,MF,Betis,es La Liga,27-156,1996,20.2,2.82,2.82,2.33,0.15,0.10,0.00,0.15,0.10,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/da27e268/Marc-Roca,da27e268,Big 5 combined
2188,Sebastian Rode,GER,"MF,FW",Eint Frankfurt,de Bundesliga,33-202,1990,0.7,4.29,4.50,4.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e12b0b5b/Sebastian-Rode,e12b0b5b,Big 5 combined
2189,Rodri,ESP,MF,Manchester City,eng Premier League,27-313,1996,28.6,4.90,4.90,3.95,0.07,0.28,0.17,0.21,0.21,0.73,0.74,0.52,0.00,0.10,0.03,0.03,0.03,https://fbref.com/en/players/6434f10d/Rodri,6434f10d,Big 5 combined
2190,Rodri,ESP,"FW,MF",Betis,es La Liga,23-350,2000,9.9,2.93,2.92,2.02,0.10,0.30,0.20,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/85bed4ee/Rodri,85bed4ee,Big 5 combined
2191,Óscar Rodríguez Arnaiz,ESP,"MF,FW",Getafe,es La Liga,25-307,1998,7.7,3.64,3.61,2.60,0.52,0.13,0.26,0.13,0.00,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/19709006/Oscar-Rodriguez-Arnaiz,19709006,Big 5 combined
2192,Damián Rodríguez,ESP,MF,Celta Vigo,es La Liga,21-044,2003,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/22371dee/Damian-Rodriguez,22371dee,Big 5 combined
2193,Dani Rodríguez,ESP,MF,Mallorca,es La Liga,35-329,1988,25.4,3.39,3.38,1.69,1.42,0.04,0.16,0.08,0.00,0.31,0.31,0.12,0.16,0.00,0.04,0.00,0.00,https://fbref.com/en/players/70f8e0bd/Dani-Rodriguez,70f8e0bd,Big 5 combined
2194,Guido Rodríguez,ARG,MF,Betis,es La Liga,30-018,1994,18.3,1.15,1.15,0.87,0.05,0.00,0.22,0.00,0.00,0.33,0.33,0.22,0.00,0.00,0.11,0.00,0.00,https://fbref.com/en/players/34e393f2/Guido-Rodriguez,34e393f2,Big 5 combined
2195,Jay Rodriguez,ENG,FW,Burnley,eng Premier League,34-276,1989,9.0,1.44,1.45,0.78,0.00,0.22,0.44,0.00,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4ab53cdb/Jay-Rodriguez,4ab53cdb,Big 5 combined
2196,Kirian Rodríguez,ESP,MF,Las Palmas,es La Liga,28-056,1996,30.7,2.38,2.38,2.25,0.00,0.03,0.07,0.03,0.00,0.29,0.29,0.29,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9b130479/Kirian-Rodriguez,9b130479,Big 5 combined
2197,Miguel Rodríguez,ESP,MF,Celta Vigo,es La Liga,21-001,2003,2.3,2.61,2.58,1.74,0.00,0.00,0.00,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/958d67bb/Miguel-Rodriguez,958d67bb,Big 5 combined
2198,Ricardo Rodríguez,SUI,DF,Torino,it Serie A,31-249,1992,28.5,1.61,1.61,1.33,0.18,0.04,0.04,0.04,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7f78ad23/Ricardo-Rodriguez,7f78ad23,Big 5 combined
2199,Rodrygo,BRA,FW,Real Madrid,es La Liga,23-112,2001,24.2,4.01,4.01,2.60,0.21,0.74,0.21,0.17,0.08,0.50,0.50,0.25,0.00,0.21,0.00,0.00,0.04,https://fbref.com/en/players/8f5e92a6/Rodrygo,8f5e92a6,Big 5 combined
2200,Mads Roerslev,DEN,DF,Brentford,eng Premier League,24-311,1999,20.5,1.51,1.51,1.32,0.00,0.15,0.00,0.00,0.05,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/57c94db2/Mads-Roerslev,57c94db2,Big 5 combined
2201,Rogério,BRA,DF,Wolfsburg,de Bundesliga,26-108,1998,10.1,1.88,1.89,1.58,0.00,0.20,0.00,0.10,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/10e7f486/Rogerio,10e7f486,Big 5 combined
2202,Morgan Rogers,ENG,"MF,FW",Aston Villa,eng Premier League,21-279,2002,6.8,3.24,3.24,2.50,0.00,0.44,0.00,0.29,0.00,0.59,0.59,0.29,0.00,0.15,0.00,0.15,0.00,https://fbref.com/en/players/2e5915f1/Morgan-Rogers,2e5915f1,Big 5 combined
2203,Merlin Röhl,GER,"MF,FW",Freiburg,de Bundesliga,21-300,2002,16.4,2.74,2.74,2.13,0.00,0.18,0.30,0.12,0.00,0.37,0.37,0.24,0.00,0.06,0.06,0.00,0.00,https://fbref.com/en/players/1f2c7b55/Merlin-Rohl,1f2c7b55,Big 5 combined
2204,Alessio Romagnoli,ITA,DF,Lazio,it Serie A,29-109,1995,23.8,0.46,0.46,0.42,0.00,0.00,0.04,0.00,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/3ead85f9/Alessio-Romagnoli,3ead85f9,Big 5 combined
2205,Simone Romagnoli,ITA,DF,Frosinone,it Serie A,34-081,1990,27.4,0.26,0.26,0.22,0.04,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/09899de8/Simone-Romagnoli,09899de8,Big 5 combined
2206,Carlos Romero,ESP,DF,Villarreal,es La Liga,22-184,2001,2.9,0.34,0.34,0.34,0.00,0.00,0.00,0.00,0.00,0.34,0.34,0.34,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/23cbf863/Carlos-Romero,23cbf863,Big 5 combined
2207,Cristian Romero,ARG,DF,Tottenham,eng Premier League,26-003,1998,26.0,1.19,1.19,1.00,0.08,0.00,0.08,0.00,0.04,0.08,0.08,0.04,0.00,0.00,0.04,0.00,0.00,https://fbref.com/en/players/a3d94a58/Cristian-Romero,a3d94a58,Big 5 combined
2208,Luka Romero,ARG,"FW,MF",Milan,it Serie A,19-164,2004,1.0,2.00,2.02,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ca6edaa0/Luka-Romero,ca6edaa0,Big 5 combined
2209,Luka Romero,ARG,FW,Almería,es La Liga,19-164,2004,3.4,2.06,2.04,1.47,0.00,0.59,0.00,0.00,0.00,0.88,0.87,0.59,0.00,0.29,0.00,0.00,0.00,https://fbref.com/en/players/ca6edaa0/Luka-Romero,ca6edaa0,Big 5 combined
2210,Oriol Romeu,ESP,MF,Barcelona,es La Liga,32-219,1991,9.7,1.65,1.66,1.24,0.00,0.10,0.31,0.00,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4b511457/Oriol-Romeu,4b511457,Big 5 combined
2211,Valentin Rongier,FRA,MF,Marseille,fr Ligue 1,29-145,1994,9.5,2.95,2.96,2.63,0.00,0.21,0.00,0.00,0.11,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ed45c4a5/Valentin-Rongier,ed45c4a5,Big 5 combined
2212,Frank Ronstadt,GER,"DF,MF",Darmstadt 98,de Bundesliga,26-284,1997,0.8,3.75,3.55,2.50,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/51d29173/Frank-Ronstadt,51d29173,Big 5 combined
2213,Marten de Roon,NED,"MF,DF",Atalanta,it Serie A,33-032,1991,26.9,1.86,1.86,1.49,0.19,0.00,0.07,0.07,0.04,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2a1beb34/Marten-de-Roon,2a1beb34,Big 5 combined
2214,Unai Ropero,ESP,MF,Alavés,es La Liga,22-162,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7868c973/Unai-Ropero,7868c973,Big 5 combined
2215,Vitor Roque,BRA,FW,Barcelona,es La Liga,19-062,2005,3.1,1.29,1.28,0.32,0.00,0.32,0.65,0.00,0.00,0.32,0.32,0.00,0.00,0.00,0.32,0.00,0.00,https://fbref.com/en/players/cb00f1e6/Vitor-Roque,cb00f1e6,Big 5 combined
2216,Pablo Rosario,NED,"DF,MF",Nice,fr Ligue 1,27-114,1997,19.5,1.90,1.90,1.64,0.05,0.00,0.05,0.10,0.05,0.26,0.26,0.10,0.00,0.00,0.05,0.10,0.00,https://fbref.com/en/players/1a6b7ea4/Pablo-Rosario,1a6b7ea4,Big 5 combined
2217,Valentin Rosier,FRA,"DF,MF",Nice,fr Ligue 1,27-255,1996,0.6,6.67,6.92,1.67,1.67,0.00,1.67,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9b6d9b53/Valentin-Rosier,9b6d9b53,Big 5 combined
2218,Joe Rothwell,ENG,MF,Bournemouth,eng Premier League,29-110,1995,4.3,2.79,2.80,1.40,0.70,0.23,0.23,0.23,0.00,0.23,0.23,0.23,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/10a10454/Joe-Rothwell,10a10454,Big 5 combined
2219,Anthony Rouault,FRA,DF,Stuttgart,de Bundesliga,22-337,2001,10.2,1.47,1.46,1.47,0.00,0.00,0.00,0.00,0.00,0.39,0.39,0.39,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9b545925/Anthony-Rouault,9b545925,Big 5 combined
2220,Jérôme Roussillon,FRA,DF,Union Berlin,de Bundesliga,31-115,1993,7.7,2.21,2.21,1.69,0.00,0.13,0.13,0.13,0.13,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/13203c45/Jerome-Roussillon,13203c45,Big 5 combined
2221,Nicolò Rovella,ITA,MF,Lazio,it Serie A,22-148,2001,13.1,1.37,1.38,0.92,0.15,0.08,0.00,0.08,0.15,0.23,0.23,0.23,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e58cbfd5/Nicolo-Rovella,e58cbfd5,Big 5 combined
2222,Amir Rrahmani,KVX,DF,Napoli,it Serie A,30-066,1994,25.9,1.51,1.51,1.20,0.00,0.04,0.15,0.04,0.08,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4b3e1a38/Amir-Rrahmani,4b3e1a38,Big 5 combined
2223,Ruan,BRA,DF,Sassuolo,it Serie A,24-328,1999,16.2,0.56,0.56,0.43,0.00,0.00,0.00,0.06,0.06,0.12,0.12,0.06,0.00,0.00,0.00,0.06,0.00,https://fbref.com/en/players/a378a02a/Ruan,a378a02a,Big 5 combined
2224,Pelly Ruddock Mpanzu,COD,MF,Luton Town,eng Premier League,30-288,1993,12.0,1.58,1.58,1.00,0.08,0.17,0.08,0.17,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a9b1c319/Pelly-Ruddock-Mpanzu,a9b1c319,Big 5 combined
2225,Antonio Rüdiger,GER,DF,Real Madrid,es La Liga,31-058,1993,27.1,0.77,0.77,0.59,0.00,0.00,0.18,0.00,0.00,0.18,0.18,0.15,0.00,0.00,0.04,0.00,0.00,https://fbref.com/en/players/18b896d6/Antonio-Rudiger,18b896d6,Big 5 combined
2226,Fabian Rüdlin,GER,MF,Freiburg,de Bundesliga,27-108,1997,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/96cfb5e2/Fabian-Rudlin,96cfb5e2,Big 5 combined
2227,Daniele Rugani,ITA,DF,Juventus,it Serie A,29-276,1994,11.3,0.88,0.88,0.62,0.00,0.00,0.18,0.00,0.09,0.18,0.18,0.09,0.00,0.00,0.09,0.00,0.00,https://fbref.com/en/players/14b8fcdf/Daniele-Rugani,14b8fcdf,Big 5 combined
2228,Matteo Ruggeri,ITA,DF,Atalanta,it Serie A,21-294,2002,24.8,2.42,2.42,2.14,0.12,0.08,0.04,0.00,0.04,0.44,0.44,0.36,0.08,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ae9898c5/Matteo-Ruggeri,ae9898c5,Big 5 combined
2229,Mário Rui,POR,DF,Napoli,it Serie A,32-339,1991,13.4,3.06,3.06,1.87,0.97,0.00,0.00,0.22,0.00,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0b5a292a/Mario-Rui,0b5a292a,Big 5 combined
2230,Aitor Ruibal,ESP,"DF,FW",Betis,es La Liga,28-039,1996,10.8,3.06,3.06,2.50,0.09,0.19,0.09,0.09,0.09,0.28,0.28,0.28,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a55d8df5/Aitor-Ruibal,a55d8df5,Big 5 combined
2231,Fabián Ruiz Peña,ESP,MF,Paris S-G,fr Ligue 1,28-027,1996,12.4,2.82,2.83,2.26,0.08,0.32,0.16,0.00,0.00,0.40,0.40,0.24,0.08,0.08,0.00,0.00,0.00,https://fbref.com/en/players/c0c7ff58/Fabian-Ruiz-Pena,c0c7ff58,Big 5 combined
2232,Sergio Ruiz,ESP,MF,Granada,es La Liga,29-136,1994,23.8,1.76,1.77,1.22,0.04,0.13,0.17,0.17,0.04,0.29,0.29,0.25,0.04,0.00,0.00,0.00,0.00,https://fbref.com/en/players/1f423a54/Sergio-Ruiz,1f423a54,Big 5 combined
2233,Julian Ryerson,NOR,DF,Dortmund,de Bundesliga,26-165,1997,18.8,1.49,1.49,1.17,0.00,0.05,0.11,0.05,0.11,0.21,0.21,0.11,0.00,0.05,0.00,0.00,0.05,https://fbref.com/en/players/009a4f60/Julian-Ryerson,009a4f60,Big 5 combined
2234,Frederik Rønnow,DEN,GK,Union Berlin,de Bundesliga,31-270,1992,30.0,0.10,0.10,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a70b8345/Frederik-Ronnow,a70b8345,Big 5 combined
2235,José Sá,POR,GK,Wolves,eng Premier League,31-104,1993,31.7,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/903b6e8b/Jose-Sa,903b6e8b,Big 5 combined
2236,Youssouf Sabaly,SEN,DF,Betis,es La Liga,31-056,1993,8.0,1.25,1.26,1.13,0.00,0.13,0.00,0.00,0.00,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/fbbb9269/Youssouf-Sabaly,fbbb9269,Big 5 combined
2237,Emmanuel Sabbi,USA,"FW,MF",Le Havre,fr Ligue 1,26-128,1997,15.7,2.29,2.29,1.27,0.06,0.19,0.32,0.45,0.00,0.32,0.32,0.13,0.00,0.06,0.06,0.06,0.00,https://fbref.com/en/players/2e1b7c83/Emmanuel-Sabbi,2e1b7c83,Big 5 combined
2238,Stefano Sabelli,ITA,DF,Genoa,it Serie A,31-108,1993,25.1,2.15,2.15,1.63,0.20,0.08,0.08,0.16,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0ccac09c/Stefano-Sabelli,0ccac09c,Big 5 combined
2239,Marcel Sabitzer,AUT,MF,Dortmund,de Bundesliga,30-044,1994,20.6,3.16,3.16,2.38,0.29,0.19,0.24,0.05,0.00,0.44,0.44,0.39,0.00,0.00,0.00,0.05,0.00,https://fbref.com/en/players/e280527c/Marcel-Sabitzer,e280527c,Big 5 combined
2240,Falaye Sacko,MLI,DF,Montpellier,fr Ligue 1,28-365,1995,15.4,1.75,1.76,1.49,0.06,0.00,0.00,0.13,0.06,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6388e356/Falaye-Sacko,6388e356,Big 5 combined
2241,Dominic Sadi,ENG,FW,Bournemouth,eng Premier League,20-241,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,https://fbref.com/en/players/54778940/Dominic-Sadi,54778940,Big 5 combined
2242,Umar Sadiq,NGA,FW,Real Sociedad,es La Liga,27-088,1997,12.0,1.92,1.92,0.83,0.00,0.50,0.33,0.17,0.08,0.17,0.17,0.08,0.00,0.08,0.00,0.00,0.00,https://fbref.com/en/players/686cbe7d/Umar-Sadiq,686cbe7d,Big 5 combined
2243,Alexis Saelemaekers,BEL,"FW,MF",Bologna,it Serie A,24-308,1999,18.7,4.28,4.27,2.62,0.86,0.32,0.27,0.21,0.00,0.53,0.53,0.32,0.00,0.05,0.05,0.11,0.00,https://fbref.com/en/players/ee251371/Alexis-Saelemaekers,ee251371,Big 5 combined
2244,Modibo Sagnan,MLI,DF,Montpellier,fr Ligue 1,25-016,1999,9.9,0.61,0.60,0.61,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/76d679c7/Modibo-Sagnan,76d679c7,Big 5 combined
2245,Wesley Saïd,FRA,"FW,MF",Lens,fr Ligue 1,29-011,1995,10.3,3.01,3.01,2.14,0.00,0.29,0.29,0.19,0.10,0.49,0.48,0.10,0.00,0.19,0.10,0.10,0.00,https://fbref.com/en/players/90fcf472/Wesley-Said,90fcf472,Big 5 combined
2246,Théo Sainte-Luce,FRA,DF,Montpellier,fr Ligue 1,25-193,1998,3.8,0.79,0.78,0.00,0.26,0.00,0.00,0.26,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/93c942fb/Theo-Sainte-Luce,93c942fb,Big 5 combined
2247,Bukayo Saka,ENG,FW,Arsenal,eng Premier League,22-238,2001,30.6,5.72,5.72,4.18,0.75,0.29,0.29,0.13,0.07,0.69,0.69,0.52,0.07,0.03,0.03,0.03,0.00,https://fbref.com/en/players/bc7dc64d/Bukayo-Saka,bc7dc64d,Big 5 combined
2248,Mamadou Sakho,FRA,DF,Montpellier,fr Ligue 1,34-077,1990,0.1,10.0,12.86,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/87935cf3/Mamadou-Sakho,87935cf3,Big 5 combined
2249,Ibrahim Salah,MAR,"FW,MF",Rennes,fr Ligue 1,22-244,2001,5.4,2.78,2.80,2.04,0.00,0.19,0.56,0.00,0.00,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/cad3fd4d/Ibrahim-Salah,cad3fd4d,Big 5 combined
2250,Mohamed Salah,EGY,FW,Liverpool,eng Premier League,31-320,1992,25.2,4.96,4.97,3.77,0.08,0.20,0.67,0.20,0.04,0.67,0.68,0.52,0.00,0.08,0.04,0.04,0.00,https://fbref.com/en/players/e342ad68/Mohamed-Salah,e342ad68,Big 5 combined
2251,Amine Salama,FRA,FW,Reims,fr Ligue 1,23-287,2000,3.5,2.29,2.30,2.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/bc7cc472/Amine-Salama,bc7cc472,Big 5 combined
2252,Kike Salas,ESP,DF,Sevilla,es La Liga,22-007,2002,13.5,0.74,0.74,0.44,0.07,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0a69de7b/Kike-Salas,0a69de7b,Big 5 combined
2253,William Saliba,FRA,DF,Arsenal,eng Premier League,23-037,2001,35.0,0.71,0.71,0.69,0.00,0.00,0.03,0.00,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/972aeb2a/William-Saliba,972aeb2a,Big 5 combined
2254,Mohammed Salisu,GHA,DF,Monaco,fr Ligue 1,25-013,1999,9.5,1.05,1.05,0.95,0.00,0.00,0.00,0.00,0.11,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0b33f6ad/Mohammed-Salisu,0b33f6ad,Big 5 combined
2255,Roland Sallai,HUN,"FW,MF",Freiburg,de Bundesliga,26-344,1997,17.8,3.48,3.49,2.47,0.00,0.11,0.62,0.28,0.00,0.51,0.51,0.22,0.00,0.00,0.17,0.11,0.00,https://fbref.com/en/players/bf075f6b/Roland-Sallai,bf075f6b,Big 5 combined
2256,Yoann Salmier,GUF,DF,Le Havre,fr Ligue 1,31-161,1992,15.6,0.90,0.90,0.77,0.06,0.00,0.06,0.00,0.00,0.13,0.13,0.06,0.00,0.00,0.06,0.00,0.00,https://fbref.com/en/players/c3725db2/Yoann-Salmier,c3725db2,Big 5 combined
2257,Salvi,ESP,MF,Rayo Vallecano,es La Liga,33-031,1991,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/405f267a/Salvi,405f267a,Big 5 combined
2258,Lazar Samardzic,SRB,MF,Udinese,it Serie A,22-066,2002,22.4,4.73,4.74,2.32,1.52,0.54,0.18,0.09,0.09,0.27,0.27,0.04,0.04,0.13,0.04,0.00,0.00,https://fbref.com/en/players/217c93a1/Lazar-Samardzic,217c93a1,Big 5 combined
2259,Diadie Samassékou,MLI,MF,Cádiz,es La Liga,28-110,1996,0.7,2.86,2.81,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/08593525/Diadie-Samassekou,08593525,Big 5 combined
